doc_id,conf_journal,pub_year_val,researchers
7472,"phil . mag. ,",1974.0,"rw hendricks , j schelten , w schmatz"
7473,submitted for,,"s frechette , dr avresky"
7474,"submitted for publication ,",2005.0,a santos-palomo
7475,"see ref ,",,"rw brownsey , rm denton"
7476,"vldb ,",1982.0,"fh lochovsky , d tsichritzis"
7477,proceedings of the 23rd annual,,"fl smith , ba broberg"
7478,proceedings of,,"c faloutsos , ki lin"
7479,"md ,",,"mw pospieszalski , ew wollack"
7480,,,"k sayer , l harvey"
7481,"tetsu-to-hagne ,",,s sayanagi
7482,"fed proc ,",1980.0,"i mirsky , a pasipoularides"
7483,"ieee computer ,",,"dcp smith , jm smith"
7484,"proceedings of international conference on mobile data & hellip ; ,",2004.0,i satoh
7485,,,"r garud , s jain , a kumaraswamy"
7486,,,t peter
7487,"unpublished manuscript ,",,"jme hyland , chl ong"
7488,"at spectrosc ,",,"b welz , g schlemmer"
7489,"at . energ ,",,"gn flerov , vp perelygin"
7490,"computer networks ,",2005.0,"s yuan , jp jue"
7491,"proc . of acm sigmod , minneapolis ,",,jm hellerstein
7492,"san jose , ca , may ,",,"t griffin , l libkin"
7493,proceedings of acm,,"p olivieri , j gips , jee mchugh"
7494,"electronic payment ,",,a arbussã ¡
7495,"computer networks ,",,"l chunlei , r jain"
7496,"technical report , microsoft research ,",,"aj ganesh , am kermarrec , l massoulie"
7497,"& hellip ; telecommun. , swiss fed . inst . technol. , zurich , switzerland & hellip ; ,",,"p studer , h pletcher"
7498,"proc . of the 28th annual hawaii international conference on & hellip ; ,",,"ov kel , ag romachenko , ae kel , an naumochkin , na"
7499,"geography ,",1983.0,d grigg
7500,"information and software technology ,",2003.0,"i paik , t han , d oh , s ha , d park"
7501,"acm transactions on design automation of electronic systems ,",2002.0,"l goodby , pm chau"
7502,,,"m sharifzadeh , c shahabi , b navai , f parvini , aa"
7503,"computer networks ,",,"hj burkhardt , s schindler"
7504,"procs . 10th int . conf . on database and expert system & hellip ; ,",,"j vonk , p grefen , e boertjes , p apers"
7505,international conference on management of,,k kanth
7506,"proc . 26th int . conf . on phenomena in ionized gases ( & hellip ; ,",2003.0,"r brandenburg , va maiorov , b golubovskii yu , he"
7507,"lecture notes in computer science ,",1996.0,"j sifakis , s yovine"
7508,,,"g charness , p kuhn"
7509,"acm sigmod record ,",,mh bohlen
7510,"proc . of vldb ,",,"s dar , hv jagadish , ay levy , d srivastava"
7511,"md ,",,"dm balenson , cm ellison , sb lipner , st walker"
7512,"bt technology journal ,",1998.0,"d morris , am elvidge"
7513,"sigmod conference ,",1998.0,"y kotidis , n roussopoulos"
7514,ieee,,"a berlin , d weise"
7515,"university of washington , seattle ,",,en lorentz
7516,,,"k lee , c lee , y joo"
7517,at .,,"iy emelâ ?? yanov , vg nazaryan , vv postnikov"
7518,"sigmod record ,",,"w lee , w fan"
7519,"proc acm siggraph97 , los angeles ,",,"yin bao-cai , gao wen"
7520,,,fv kuhlmann
7521,"bt technology journal ,",2003.0,pp smyth
7522,"the vldb journal the international journal on very large & hellip ; ,",2001.0,"r braumandl , m keidl , a kemper , d kossmann , a"
7523,,,"q ji , g bebis"
7524,,1991.0,jr jablonski
7525,"sigmod record ,",,"a silberschatz , m stonebraker , j ullman"
7526,"bt technology journal ,",1998.0,"pw reece , rm macey , pl clarke"
7527,,1997.0,cb federation
7528,"proceedings of the international conference on very large & hellip ; ,",2000.0,jl schnase
7529,"the vldb journal the international journal on very large & hellip ; ,",1994.0,e bertino
7530,,,a kapur
7531,"journal on web semantics ( jws ) ,",,mp singh
7532,& hellip ; of the acm international conference on management of data (,,"m serazi , a perera , q ding , v malakhov , i rahal , f"
7533,"political geography ,",1998.0,g macleod
7534,the vldb,,"e teniente , a olivã ©"
7535,"proceedings of the 1999 acm sigmod international conference & hellip ; ,",1999.0,"ea rundensteiner , a koeller , x zhang , aj lee , a"
7536,,1969.0,ad claremont
7537,"acm sigarch computer architecture news ,",1983.0,"d gajski , d kuck , d lawrie , a sameh"
7538,"acm transactions on database systems ,",,pp chen
7539,"phil . mag ,",,enc andrade
7540,,,"m saraglar , s khudanpur"
7541,proceedings of the 23rd international conference on,,"t ravichandran , c lertwongsatien"
7542,,,"n tao , j baxter , l weaver"
7543,,,"ic paschalidis , s ray"
7544,,2001.0,"c cheng , a kukush"
7545,,1989.0,nw tschoegl
7546,"ieee computer ,",,er fiala
7547,"proceedings of the 23rd international symposium on & hellip ; ,",1998.0,"t harju , a mateescu , a salomaa"
7548,"sigmod record ,",1996.0,"sd urban , sw dietrich , f golshani"
7549,"database syst ,",,c delobel
7550,"proc . intl. conference on very large data bases , august ,",,"c chow , wk hong-tai"
7551,,,e said
7552,"sigmod record ,",1999.0,a hampapur
7553,journal of personality and social,,"mj strube , cl lott"
7554,"submitted for publication ,",,jw lloyd
7555,"proc . int . conf . on very large data bases , west berlin ,",,smi smith
7556,"acm sigmod record ,",,"a wand , a chandrakasan"
7557,"new directions for higher education ,",1987.0,mb goldstein
7558,"journal of emergency medicine ,",1988.0,"dl blinn , h slater , iw goldfarb"
7559,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,",1985.0,d saccã
7560,"proceedings of the international conference on very large & hellip ; ,",1996.0,n mohan
7561,,,"b gregoire , x leroy"
7562,"electronic news ,",,t hart
7563,proceedings of the 21th international conference on very,,"rs barga , c pu , a practical"
7564,,,w kim
7565,"& hellip ; of international conference ; integrated management of & hellip ; ,",,h malinowski
7566,"acm transactions on database systems ,",,n kamel
7567,"md ,",,"rd peacock , ww jones , gp forney , rw portier , pa"
7568,,,"y kushnir , a kaplan"
7569,,1965.0,rl dryfoos
7570,,1981.0,rb stevens
7571,"acm sigplan notices ,",1990.0,"hv mcintosh , g cisneros"
7572,,,"v krishnan , i mumbai , s agrawal , i bangalore , j"
7573,"lecture notes in computer science ,",2001.0,"j van den berg , b jacobs"
7574,"proceedings of the international conference on very large & hellip ; ,",2001.0,m gentili
7575,,,"r garcia , j jarvi , a lumsdaine , j siek , j willcock"
7576,"journal of emergency nursing ,",1983.0,j fanslow
7577,"pc magazine ,",,rv dragan
7578,"at . spectrosc. ,",1983.0,"de harrington , js jones , wr bramstedt , t kling"
7579,"cochrane database syst rev ,",1999.0,"k mahomed , am gulmezoglu"
7580,"proceedings : biological sciences ,",1994.0,dj emlen
7581,,,"j verhasselt , jp martens"
7582,,1997.0,"a silberschatz , s zdonik"
7583,"journal of machine learning research ,",,ol mangasarian andd
7584,"acm sigplan notices ,",1988.0,m sakkinen
7585,"procs . 5 theegs meeting , 5-9 september 1999 , budapest ,",,"nr carlson , cm mayerle , kl zonge"
7586,,,"p kaurinkoski , t siikonen"
7587,"computer networks ,",2000.0,"tv do , tt nguyen , ht tran , g kalvach , b varga"
7588,"proc . int . seaweed symp ,",,ck tseng
7589,"the histochemical journal ,",1988.0,"ka hussein , g milne , d hopwood"
7590,"deep-sea research i ,",,mjr fasham
7591,"transplantation proceedings ,",1993.0,"ga perdrizet , h kaneko , tm buckley , ms fishman"
7592,proceedings of acm sigmod conference on management of data (,,"d shasha , e simon , p vlduriez"
7593,"proceedings esann ,",,"d tax , r duin"
7594,,,"d dubois , h prade , t sudkamp"
7595,proceedings of the international conference on very large,,dj dewitt
7596,"procs . acm 1992 conference on computer supported cooperative & hellip ; ,",,"cm neuwirth , k chandhok , e sd"
7597,"vldb journal ,",,"a doan , j madhavan , r dhamankar , p domingos , ay"
7598,"cife technical report number 143 , cife stanford university ,",,"m fischer , c kam"
7599,"journal of emergency medicine ,",1993.0,"pd casey , r youngberg"
7600,"proc . of a cm/sigmod ,",,"p dadam , k kuspert , f anderson , h blanken , r erbe ,"
7601,"proc . acm sigmod int &#39; l conf . management of data ,",1999.0,"m carey , d chamberlin"
7602,"www7 / computer networks ,",1998.0,"s chakrabarti , b dom , p raghavan , s rajagopalan , d"
7603,"unpublished manuscript ,",1997.0,"r wodak , ta van dijk"
7604,"proceedings-nels ,",2002.0,"m deguchi , y kitagawa"
7605,,1993.0,h haken
7606,"proceedingsof the acm sigmod conference ,",,"s adali , ks candan , y papakonstantinou , vs"
7607,"new directions for program evaluation ,",1992.0,"m baizerman , d compton"
7608,"computing science and statistics . proceedings of the 23rd & hellip ; ,",,"ld epstein , se fienberg"
7609,,,"r cristaldi , g iannello"
7610,submitted for,,"is jurca , c meny , n viart , c ulhaq-bouillet , p"
7611,,1982.0,d giord
7612,,1993.0,r hammerâ ? ¦
7613,"new directions for adult and continuing education ,",,"rm cervero , al wilson"
7614,"see ref ,",,mt clegg
7615,"see ref ,",,"ae germeles , em drake"
7616,"proc . ieee ,",,"dm caughey , re thomas"
7617,,1970.0,"p lorrain , d corson"
7618,"cochrane database syst rev ,",2003.0,"s kilburn , tj lasserson , m mckean"
7619,,,"m grujicic , g cao , s batchu"
7620,"proc . spie ,",2000.0,"y fujino , m murata , s okano , m takeguchi"
7621,"new directions for higher education ,",1999.0,aj kezar
7622,,,jd wilks
7623,"new york ,",,jw goodman
7624,,,sj resolution
7625,"vldb ,",1991.0,vldb.org
7626,"contributions to statistics ,",,g kallianpur
7627,"phil . mag ,",,f tyler
7628,,,jm hellerstein
7629,,,wj mcnally
7630,"international conference on irrigation management transfer ,",,"j rana , rp satyal , sp rajbhandari , kr sharma , dj"
7631,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0,"pa laur , r nock , je symphor , p poncelet"
7632,"geography ,",,p ogden
7633,"proceedings of symposium on image analysis , editors d. & hellip ; ,",,k astrom
7634,,,db paul
7635,"phil . mag ,",,wr tyson
7636,"acc chem res ,",2004.0,"tk kumar , c yu"
7637,"new directions for adult and continuing education ,",2003.0,rj wlodkowski
7638,"journal of personality and social psychology ,",1990.0,"jh fleming , jm darley , jl hilton , ba kojetin"
7639,,1930.0,kp sinor
7640,"ix : i-xii ,",,"e mayr , jc greenway jr"
7641,"see ref ,",,gc eickwort
7642,,1987.0,sa arvind
7643,"acm sigmod record ,",1992.0,"am tjoa , g vinek"
7644,"proc . i-garss ,",,"s houzelle , g glraudon"
7645,proceedings of acm sigmetrics,,"m livny , s khoshafian , h boral"
7646,"computer networks ,",2001.0,"b xu , b walke"
7647,"conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0,"ph herzegh , re carbone"
7648,"proc . of the 28th hawaiian conference on systems science , & hellip ; ,",,ie jelly
7649,"the academy of management journal ,",1997.0,"j webster , p hackley"
7650,"computerworld ,",,j bajkowski
7651,"unpublished manuscript ,",2002.0,"d beaver , b clark , e flemming , m wolters"
7652,"acm sigsam bulletin ,",1991.0,b salvy
7653,"journal of emergency medicine ,",1997.0,"k lewis , e bosque"
7654,are materialized views the,,"a gupta , is mumick"
7655,"proceedings of the 21th international conference on very & hellip ; ,",,"jl wiener , jf naughton"
7656,"see wood ,",,p holzer
7657,,,"am goodman , rm haralick , lg shapiro"
7658,"journal of personality and social psychology ,",,"rb cialdini , rr reno , ca kallgren"
7659,"submitted for publication ,",,"rd crosby , sm specker , ga carlson , ja halikas"
7660,"no to hattatsu ,",1993.0,"y naganuma , t konishi , m matsui , k hongou"
7661,"proc . vldb ,",,"u dayd , m hsu , r ladin"
7662,"new york ,",,"jd kalbeisch , rl prentice"
7663,"md ,",,"rt leonard , pk hepler"
7664,"journal of emergency medicine ,",1993.0,r fish
7665,"proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0,"sj bedathur , a kadlag , jr haritsa"
7666,"springer-verlag ,",1991.0,k jensen
7667,"genes to cells ,",1997.0,a varshavsky
7668,"computer networks ,",,af kristensen
7669,,1996.0,"tj bergin jr , rg gibson jr"
7670,,,pc waterman
7671,"see ref ,",,"ae dimond , jg horsfall"
7672,"cochrane . database . syst . rev ,",2000.0,"e shirran , m brazzelli"
7673,,1974.0,"jg ragan , ba matherne"
7674,"unpublished manuscript ,",1992.0,cw mercer
7675,,1982.0,pw collins
7676,,1996.0,"jl mitchell , wb pennebaker , ce fogg , dj legall"
7677,,,d rafiei
7678,"ieee transactions on knowledge and data engineering ,",2004.0,"m dumas , mc fauvet , pc scholl"
7679,i :,,p volume
7680,proceedings of acm,,l bartram
7681,,2002.0,"kb erickson , ra maller"
7682,,,m danda
7683,,,j sengupta
7684,"software quality management-international conference - ,",1998.0,"ksy hung , ajh simons , a rose"
7685,"lecture notes in computer science ,",2002.0,"rm amadio , w charatonik"
7686,,,k thramboulidis
7687,,2000.0,"t hastie , r tibshirani , m eisen , p brown , d ross ,"
7688,stanford university technical report,,bj grosz
7689,"technical university graz , austria ,",,u hohenwarter
7690,"adolescence-san diego - ,",2001.0,"wv reeve , sl schandler"
7691,"proceedings of the second acm international conference on & hellip ; ,",1994.0,"r semper , a kramer"
7692,,,"f siegert , aa hoffmann"
7693,"4th international conference on very large data bases , sept ,",,h chang
7694,"i at ,",,"o mishima , ld calvert , e whalley"
7695,"cd-rom . university of california , santa barbara , ca . [ http : / / & hellip ; ,",,"f davis , d stoms , ad hollander , ka thomas , pa"
7696,,1992.0,c helen
7697,,,"hl bentley , h herrlich"
7698,"proceedings of the international conference on very large & hellip ; ,",2003.0,"y shi , y song , a zhang"
7699,"proc . 12th acm symp . operating system principles ,",,"a tucker , a gupta"
7700,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0,"j cleymans , j staalnacke , e suhonen"
7701,"advances in space research ,",1984.0,pa simon
7702,"proc . of the 17th intl. vldb conf. , barcelona , september ,",,k ramamritham
7703,"applied mathematics and computer science ,",1998.0,"ej klein , sl rivera"
7704,,1993.0,de knuth
7705,"ieee , proceedings ,",1975.0,"am prokhorov , fv bunkin , ks gochelashvili , vi"
7706,proc . 27th acm stoc,,n nisan
7707,,,"r sarathy , k muralidhar"
7708,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,"h ogawa , n ando , s onodera"
7709,,,"m jana , b pati"
7710,"ieee computer ,",,jr spirn
7711,vol . i.,,fe fitsc
7712,"university of washington , seattle ,",,j felsenstein
7713,,2001.0,bc yu
7714,"proceedings of the 12th annual acm international conference & hellip ; ,",2004.0,"t kanda , k shimamura"
7715,at .,,"vg kritskii , ni ampelogova , vi lebedev , sm kovalev"
7716,,1993.0,ks parikh
7717,"university of washington , seattle , washington , may ,",,t northwest
7718,"unpublished manuscript ,",,e sheshinski
7719,"information and software technology ,",1997.0,"g abeysinghe , k phalp"
7720,,,"nr jennings , p faratin , mj johnson , tj norman , me"
7721,at .,,"vs barashenkov , ia shelaev"
7722,,1969.0,e oikonomidou
7723,,,j han
7724,"journal of personality and social psychology ,",1984.0,rf baumeister
7725,,,p goin
7726,"technical report mit/lcs/tm -501 , massachusetts institute of",,s micali
7727,"pc magazine ,",,mj miller
7728,proceedings of the acm-sigmod international conference on,,l fravano
7729,"the vldb journal the international journal on very large & hellip ; ,",1994.0,"k ramamohanarao , j harland"
7730,"computer networks ,",2000.0,j spaeth
7731,,,"s hibino , ea rundensteiner"
7732,"computerworld ,",,j connolly
7733,"new directions for teaching and learning ,",1998.0,kh gillespie
7734,"acm sigmod international conference on management of data ,",,m freeston
7735,,,"m kazemi , e basham , m sivaprakasam , g wang , d"
7736,,,"s govindarajan , v srinivasan , p lakshmikanthan , r"
7737,"proc . ieee ,",,"sm kay , sl marple"
7738,"annals-new york academy of sciences ,",2001.0,as hoffman
7739,"proceedings of the international conference on very large & hellip ; ,",,"s zhu , cv ravishankar"
7740,"proc . 28th european transport conference . london : ptrc ,",,"dc simmonds , j bates , ad may"
7741,"social studies and the young learner ,",1994.0,k wellhousen
7742,"software quality management-international conference - ,",1997.0,"t hall , dn wilson"
7743,,,p arizona
7744,proceedings of the 21 vldb,,"r agrawal , ki lin , hs sawhney"
