item_id,paper_name,author_team,series_name,doc_year
18230,structure of enzyme : substrate complexes at very high resolution reveal the chemical reaction,"s umhau , l pollegioni , g molla , k diederichs , w",,
18231,vision and navigation in man-made environments : looking for syrup in all the right places . in < i >,"dd fu , kj hammond , mj swain",,1994.0
18232,daylight techniques in buildings : reference handbook,"aa argiriou , dn asimakopoulos , ca balaras",,1997.0
18233,a simple model and its empirical validation,"p jitendra , f victor , t don , k jim , mtcp","proceedings of acm sigcomm ,",
18234,the chios gum mastic,j perikos,"print all ltd. , athens , greece , 95p ,",
18235,media streams : representing video for retrieval and repurposing,m davis,"proceedings of the second acm international conference on & hellip ; ,",1994.0
18236,abstraction mechanisms in theta,"m day , r gruber , b liskov",,
18237,dtl 's dataspot : database exploration using plain language,"s dar , g entin , s geva , e palmon","vldb ,",1998.0
18238,distributed multimedia systems,"vok li , w liao","proceedings-ieee ,",1997.0
18239,enlists participants external to the development organization to use and test the product . 4.2,b testing,release demonstration versionâ ?? enables pre-release product,
18240,application of stochastic optimal control to thin rib machining,"m anjanappa , dk anand , j kirk",,
18241,jim gray speaks out,m winslett,"sigmod record ,",2003.0
18242,modelling framework for sustainable development : integrating environmental considerations in,"ks parikh , mk panda , ns murthy",,
18243,learn microsoft visual j + + 6.0 now,"k ingalls , d jinguji",microsoft,
18244,how clonal are human mitochondria ?,"a eyre-walker , nh smith , jm smith","proceedings : biological sciences ,",1999.0
18245,on integrals of the hydrodynamical equations which express vortex motion,h helmholtz,"phil . mag ,",
18246,a culture assessment of xyz manufacturing company by andrea c. price a research paper,k lui,,2003.0
18247,"hollis , dp , fenselau , c. , lane","rb guchhait , se polakis","md ,",
18248,"molecular cloning of cdna and tissue-specific expression of the gene for sii-k 1 , a novel","y taira , t kubo , s natori","genes to cells ,",1998.0
18249,a complete axiomatization of real-time processes,"r gerber , i lee , a zwarico","& hellip ; of pennsylvania { submitted for publication , february",
18250,"usability analysis of 3d rotation techniques , to appear","k hinckley , j tulio , r pausch , d proffitt , n","proc . of acm symp . uistâ ?? 97 ,",
18251,xmlin action,wj pardi,,1999.0
18252,sett-net : a network for software engineering training and teaching,"k zdravkova , k bothe , z budimac",,
18253,fair exchange with a semi-trusted third party,"mk franklin , mk reiter",,
18254,a draft integration of information models,d oliver,"procs . of tutorial and workshop on engineering of computer - & hellip ; ,",
18255,the worldinfo assistant : an application for spatio-temporal information integration on the web,"jl ambite , ca knoblock , mr kolahdouzan , m muslea ,",27th international conference on very large data bases (,
18256,"pcr protocols : a guide to methods and applications ( innis , ma , gelfand , dh , sninsky , jj , and white",ma innis,"san diego ,",
18257,lifetime reproduction in birds : academic press,i newton,"san diego , california ,",
18258,inside microsoft com + base services,"g eddon , h eddon",,1999.0
18259,regulation and subcellular location of the plasmid encoded virulence ( spv ) proteins in wild-type,a el-gedaily,,1997.0
18260,value grouping for binary decision trees,historical.ncstrl.org,,
18261,"individuation , gender role , and dissent : personality mediators of situational forces","c maslach , rt santee , c wade","journal of personality and social psychology ,",
18262,energy efficiency indexing on air,"t imielinski , s viswanathan , br badrinath","proceedings of the international conference on sigmod ,",
18263,web search sites : lycos safetynet,b falkinburg,"pc magazine online ,",
18264,a new perspective on rule support for object-oriented databases,"e anwar , l maugis , s chakravarthy",,
18265,weighted moving identification and control for multivariable systems,"wt wu , yt chu , kc chen","& hellip ; proceedings d [ see also iee proceedings-control theory and & hellip ; ,",1988.0
18266,resource scheduling in enhanced pay-per-view continuous media databases,mn garofalakis,"proceedings of the international conference on very large & hellip ; ,",1997.0
18267,hierarchical behavioural control for autonomous vehicles,"c voudouris , p chernett , cj wang , vl callaghan",procs . of the 2nd ifac conf . on intelligent autonomous,
18268,physical programming : software you can touch,j montemayor,"proceedings of acm sigchi , acm press ,",2001.0
18269,design of an electron cyclotron heating system for the iter tokamak,m makowski,proc . 21st int . conf . infrared and millimeter,
18270,designing experiential environments for management of personal multimedia,"r singh , r knickmeyer , p gupta , r jain","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
18271,"sudarshan , \ \ the coral deductive database system , '' ibid","r ramakrishnan , s seshadri",,
18272,thetheoryofprobabilistic databases,"r cavallo , m pittarelli","proc . vldb ,",
18273,learning argument/adjunct distinction for basque,"i aldezabal , m aranzabe , k gojenola , k sarasola , a",,
18274,touch and goâ ?? designing haptic feedback for a hand-held mobile device,so ` modhrain,"bt technology journal ,",2004.0
18275,a database model for object dynamics,"mp papazoglou , bj krã $ mer","the vldb journal the international journal on very large & hellip ; ,",1997.0
18276,development of corba-based engineering applications from legacy fortran programs,"j sang , gj follen , cm kim , i lopez","information & software technology ,",2002.0
18277,"debunking the \ \ expensive procedure call '' myth , or procedure call implementations considered harmful ,",g lewis steele jr,acm conference,
18278,"r , gruber , u. maheshwari , a , myers , and l. shrira . safe and efficient sharing of persistent objects","b liskov , a adya , m castro , m day , s ghe-mawat","proceedings of the 1996 acm sigmod international conference & hellip ; ,",
18279,querying and mining data streams : you only get one look a tutorial,"mn garofalakis , j gehrke , r rastogi","sigmod conference ,",2002.0
18280,"what is more important to effective governance : relationships , trust , and leadership , or structures",a kezar,"new directions for higher education ,",2004.0
18281,guest editorial,s chaudhuri,"data mining and knowledge discovery ,",2000.0
18282,financial management and strategic planning .,n dickmeyer,"new directions for higher education ,",1982.0
18283,london : the stationery office,b pharmacopoeia,,
18284,a system for interactive error detection,ga wilson,"vldb ,",1979.0
18285,optimistic priority-based concurrency control protocol for firm real-time database systems,"jh kim , hs shin","information & software technology ,",
18286,design of pam and pwm controllers for sampled-data interval systems,"ls shieh , wm wang , jw sunkel","proc . spie ,",1996.0
18287,towards a semantic view of en extended entity-relationship diagram,"m gogolla , u hohestein","acm transactions on database systems ,",
18288,automatic editing and curve-fitting of 3-d surface scan data of the human body,"p li , prm jones","3-d digital imaging and modeling , 1997 . proceedings. , & hellip ; ,",1997.0
18289,investigating the random error distribution of vector network analyser measurements,"nm ridler , pr young","proc . 29th automated rf & microwave measurement society ( & hellip ; ,",
18290,intrinsic atomic characterizations of function spaces on domains,h triebel,,
18291,intensity of exercise for the treatment of osteoarthritis,"l brosseau , l macleay , v robinson , g wells , p","cochrane database syst rev ,",2003.0
18292,economic and monetary union in europe and constraints on national budgetary policies,"al bovenberg , j kremers , p masson","contributions to economic analysis ,",1993.0
18293,on the flux distribution in a onedimensional disordered system,"c monthus , a comtet","j. phys . i france ,",1994.0
18294,outcomes-oriented marketing .,"gd kuh , gh wallman","new directions for higher education ,",1986.0
18295,tratado de farmacia prã ¡ ctica,a hager,"vol . i ,",
18296,bimodal speech recognition using lip movement measured by optical-flow analysis,"k iwano , s tamura , s furui",,
18297,sql and management of external data,gc introduction,"sigmod record ,",2001.0
18298,enabling full service surrogates using the portable channel representation,"m beck , t moore , l abrahamsson , c achouiantz , p","computer networks ,",2002.0
18299,time and databases,"g ariav , j clifford , m jarke","sigmod conference ,",
18300,course of acarine disease in the field,g giordani,"proc . 26th int . apiculture congress , adelaide , australia ,",
18301,"designing the user interface ( videotape ) , university of maryland at college park , college park",b shneiderman,"md ,",
18302,terms of usage privacy policy code of ethics contact us,i morphett,"bt technology journal ,",1999.0
18303,finite element models for creeping convection,"a sato , eg thompson",i.,
18304,dsac : integrity for outsourced databases with signature aggregation and chaining,"m narasimha , g tsudik","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
18305,"voluntary turnover , social capital , and organizational performance","gg dess , jd shaw","academy of management review ,",2001.0
18306,how to physically build and maintain pops around the world,t brain,"bt technology journal ,",2000.0
