publication_id,journal_name,paper_authors,work_title
33609,,"km dvornich , kr mcallister , kb aubry",amphibians and reptiles of washington state : location data and predicted distributions
33610,"conference on management of data , acm ,","j han , j pei , y yin",mining frequent patterns without candidate generation . acm sigmod int
33611,"proc . 28th congress of iahr ,",m michiueâ ? ¦,study on mayuyama sisaster in 1792
33612,"information and software technology ,","mh sadreddini , da bell , si mcclean",architectural considerations for providing statistical analysis of distributed data
33613,,"jn nielsen , h madsen , h melgaard","estimating parameters in discretely , partially observed stochastic differential equations"
33614,"proc . asce ,",ms yalin,an expression for bed-load transportation
33615,"proceedings , zurich , switzerland ,",j rost,"a distributed algorithm for dynamic task scheduling , conpar 90-vapp , n. joint int . conf . on vector"
33616,,"h meng , j glass , d goddeau , l hetherington , e",wheels : a conversational system in the automobile classifieds domain
33617,"proceedings of the international conference on very large & hellip ; ,",sj derose,"what do those weird xml types want , anyway ?"
33618,,a hett,"nanotechnology : small matter , many unknowns"
33619,"acm transactions on database systems ,","av aho , jd ullman",optimal partial-match retrieval when fields are independently specified
33620,,"s behnel , a buchmann",models and languages for overlay networks
33621,"vok i ,",e kovats,advances in chromatography
33622,"computer networks ,","r sabatino , jm arce",implementation of the pan-european academic research network : ten-155
33623,"journal of emergency medicine ,","nt reich , r moscati , d jehle , m ciotoli",the impact of a major televised sporting event on emergency department census
33624,"conference on very large data bases ( vldb ) ,","p atzeni , g mecca , p merialdo",to weave the web . intl
33625,"& hellip ; labor , bureau of international labor affairs , international & hellip ; ,",r reich,keynote address
33626,,j kilian,a note on efficient zero-knowledge proofs and arguments
33627,,z zhou,mdg tools ( v1 . 0 ) developerâ ?? s manual
33628,"proceedings of the 1983 acm sigmod international conference & hellip ; ,",mj carey,an abstract model of database concurrency control algorithms
33629,"md ,","ba miller , l ries , b hankeyâ ? ¦","cancer statistics review 1973â ?? 1989 . dhhs , nih publication no. 92-2789 , national institutes of"
33630,"journal-acm ,","r kannan , s vempala , a vetta","on clusterings : good , bad , and spectral"
33631,"v international conference on aids , montreal , canada , june ,","m rarick , e wilson , m berstein-singer",double-blind placebo controlled study of recombinant human erythropoietin in aids patients with
33632,,"rg stanley , hf linskens","pollen : biology , biochemistry , management"
33633,"contributions to plasma physics ,","m schlanges , m bonitz , a tschttschjan",plasma phase transition in fluid hydrogen-helium mixtures
33634,"new directions for higher education ,",maf rehnke,concluding notes and further readings .
33635,,rg haucke,a comparison study of studentsâ ?? performance : quality/lead management versus boss management styles
33636,"ieee computer ,","jy chung , kj lin , rg mathieu",special section on web services computing
33637,,"ss cohen , j zysman",manufacturing matters : the myth of the post-industrial economy
33638,"www7 / computer networks ,","ra barta , mw schranz",jessica : an object-oriented hypermedia publishing processor
33639,"conference on management of data ( sigmod ) ,","mf fernandez , d florescu , j kang , ay levy , d suciu",catching the boat with strudel : experiences with a web-site management system . acm intl
33640,"technical report , cutter consortium , arlington , massachusetts ,",j odell,agents ( part 1 ) : technology and usage
33641,"sigmod conference ,","j shen , ahh ngu , j shepherd , dq huynh , qz sheng",cmvf : a novel dimension reduction scheme for efficient indexing in a large image database
33642,"acm sigmod ,",r antoninguttman,trees : adynamicindexstructure for spatial searching
33643,"iaeaâ ?? s research coordiantion meeting , bombay , india ,",so le van,preparation of gel type chromatographic tc-99m generators using titanium-molybdate and zirconium -
33644,proc . acm,m degermarkâ ? ¦,small forwarding tables for fast lookups
33645,,"b thudi , d blaauw",efficient switching window computation for cross-talk noise
33646,,"acms anthology , p edition",zoo : a desktop emperiment management environment .
33647,"& hellip ; research , swiss reinsurance company , zurich , switzerland ,",s re,"sigma , vol . 3"
33648,,"e damiani , sdc di vimercati , s foresti , s jajodia ,",metadata management in outsourced encrypted databases
33649,"proc . of 28th ieee pvsc , anchorage ,","vd rumyantsev , vm andreev , aw bett , f dimroth , m",progress in development of all-glass terrestrial concentrator modules based on composite lenses and
33650,,"c parent , s spaccapietra , e zimanyi",spatio-temporal conceptual models : data structures + space + time
33651,"cochrane database syst rev ,","mw davies , ph sargent",partial liquid ventilation for the prevention of mortality and morbidity in paediatric acute lung
33652,"proceedings of the 20th ieee/acm international conference on & hellip ; ,","j simmonds , mc bastarrica",a tool for automatic uml model consistency checking
33653,"economic geography ,",n ettlinger,the localization of development in comparative perspective .
33654,"part i ,",usep agency,asbestos-containing materials in school buildings : a guidance document
33655,"proceedings of the 23rd intemational conference on hydraulic & hellip ; ,",da lyn,phase-averaged turbulence measurements in the separated shear flow around square cylinder [ a ]
33656,,bg walker,development and modification of the adrenocortical stress response in adult and chick magellanic
33657,"the vldb journalâ ?? the international journal on very large & hellip ; ,","m carey , p valduriez",special issue in parallelism in database systems
33658,,"t satio , t takahashi",comprehensible rendering of 3-d shapes . siggraph 90 conference proceedings
33659,"at energ ,","ti bobovnikova , kp makhon ` ko , aa siverina , fa",physico-chemical forms of radionuclides in the fallout after chernobyl accident and their
33660,"the academy of management review ,","kw thomas , ba velthouse",cognitive elements of empowerment : an '' interpretive '' model of intrinsic task motivation
33661,,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n",the oracle universal server buer
33662,,dj jaffe,the research environment at uwm : facilitating scholarly and creative work
33663,"phil . mag ,","sc curran , j angus , al cockcroft","162 , 302 ( 1948 ) [ cas ]"
33664,"journal of personality and social psychology ,","pe tetlock , ov kristel , sb elson , mc green , js","the psychology of the unthinkable : taboo trade-offs , forbidden base rates , and heretical"
33665,"information & software technology ,",gp marquis,application of traditional system design techniques to web site design
33666,"new york ,",m prager,antologie fun religieze lider un dercejlungen
33667,"acm transactions on database systems ,",db lomet,partial expansions for file organizations with an index
33668,"economic geography ,",bn boots,weighting thiessen polygons
33669,"proc . of vldb ,","j van den bercken , b seeger",query processing techniques for multiversion access methods
33670,"proceedings of the 1995 acm sigmod international conference & hellip ; ,","ap buchmann , a deutsch , j zimmermann , m higa",the reach active oodbms
33671,,h lieberman,a programming by demonstration system for beginning programmers
33672,"santa barbara : university of california ,",br billman,"the evolution of prehistoric political organizations in the moche valley , peru , unpublished doctoral"
33673,"geography ,",c harley,hutu and tutsi : the battle for burundi
33674,,n leavitt,data mining for the corporate masses ?
33675,,"ta kimbrell , ms george , pi parekh , ta ketter , dm",regional brain activity during transient self-induced anxiety and anger in healthy adults
33676,"journal of personality and social psychology ,","ns endler , jda parker",multidimensional assessment of coping : a critical evaluation
33677,"proc . acm sigmod conference ,","j hammer , s nestorov , h garcia-molina , r yerneni ,",vassalos . templatebasedwrappers in the tsimmis system
33678,,"s dwivedi , b menezes , a singh",database access control for e-businessâ ?? a case study
33679,"journal of personality and social psychology ,","wj mcguire , cv mcguire , p child , t fujioka",salience of ethnicity in the spontaneous self-concept as a function of oneâ ?? s ethnic
