pub_id,publication_venue,pub_year,subject_title,written_by
7312,"new directions for program evaluation ,",,does the public have a role in evaluation ? surveys and democratic discourse,gt henry
7313,,2000.0,efficient minimization of new quadric metric for simplifying meshes with appearance attributes . (,"h hoppe , s marschner"
7314,"proceedings of the 5th annul acm workshop on computational & hellip ; ,",1992.0,a training algorithm for optimal margin classifiers [ a ] . haussler d,"b boser , i guyon , v vapnik"
7315,"acm transactions on database systems ,",1980.0,a concurrent database manipulation problem : binary search trees,"ht kung , pl lehman"
7316,"proc . int . workshop wave ,",,vibrations due to loads moving with sub-critical and supercritical velocities on rigid track,"g pflanz , j garcia , g schmid"
7317,"bt technology journal ,",2000.0,global ventures and alliances,n milway
7318,"unpublished manuscript ,",,racial discrimination in housing sales : an empirical test of alternative models of broker behavior,"j simonson , r wienk"
7319,"msc thesis , department of computer science , cardiff university (",,a method to extract the business rules from a large legacy system,ab earls
7320,"computerworld ,",,asp winners and losers,rl mitchell
7321,"proceedings of the ninth workshop on vitamin d. walter de - & hellip ; ,",,"induction of apoptotic cell death by 1 , 25 ( oh ) 2 d 3 in mcf-7 breast cancer cells","j welsh , m simboli-campbell , m tenniswood"
7322,,2003.0,microphysical properties of single and mixed-phase arctic clouds derived from ground-based aeri,dd turner
7323,"annual conference of the association of american geographers & hellip ; ,",,quantifying urban and rural sprawl using the sprawl index,dm theobald
7324,"md ,",,"doi/10 .1199 / tab . 0016 , american society of plant biologists , rockville","ma jenks , sd eigenbrode , b lemieux"
7325,"proc . acm multimedia ,",,floor control for large mbone seminars,"r malpani , l rowe"
7326,"grape and wine centennial symposium proceedingsâ ?? . ed . d. & hellip ; ,",,responses of grapevines and grapes to spacing of and within canopies,nj shaulis
7327,"wccfl , san diego ,",,active passives,a mahajan
7328,proceedings of the 7th vldb,,modelling events in database applications design,"v de antonellis , b zonta"
7329,"san diego ,",,methods of modern mathematical physics vol . ii + iii : academic press,"m reed , b simon"
7330,"social studies and the young learner ,",1990.0,literature study for geographic literacy : grades 3 to 6 .,"rf allen , jd hoge"
7331,proceedings of the 23rd international conference on,,communities of practice and the role of location : revealing limits of virtuality and knowledge,"d sole , m huysman"
7332,,,matntenance of views,"o shmueh , a ira"
7333,"md ,",,factors influencing detection probabilities and the benefits of call broadcast surveys for,"cj conway , jp gibbs"
7334,"neuropsychopharmacology-san diego - ,",1993.0,chronic continuous or intermittent infusion of cocaine differentially alter the concentration of,"st cain , d griff , cm joyner , eh ellinwood"
7335,,1989.0,the grazing land ecosystems of the african sahel,hn le houã © rou
7336,"bt technology journal ,",1995.0,real time traffic measurements for high-speed networks,"pc hershey , cb silio , jg waclawsky"
7337,"phil . mag. ,",1974.0,ground state properties of the anisotropic triangular antiferromagnet,"p fazekas , pw anderson"
7338,"annals-new york academy of sciences ,",2001.0,"characterization of multipotent adult progenitor cells , a subpopulation of mesenchymal stem cells","m reyes , cm verfaillie"
7339,"journal of emergency medicine ,",1994.0,a plea for powder-free surgical gloves,rf edlich
7340,"the histochemical journal ,",1988.0,cellular localization of bovine pancreatic trypsin inhibitor and related molecular forms in bovine,"r businaro , e fioretti , l fumagalli , g citro , g de"
7341,"fed proc ,",1984.0,glutamine : a major energy source for cultured mammalian cells,"hr zielke , cl zielke , pt ozand"
7342,"unpublished manuscript ,",,exchange rate policy for emerging markets : one size does not fit all,"f larraãn , a velasco"
7343,"annual conference of the american association of geographers & hellip ; ,",,the geography of employment in the cultural industries : toward a cross national comparison ( uk and,ac pratt
7344,"journal of emergency medicine ,",1994.0,isolated bladder rupture after minor trauma in a patient with alcohol intoxication,"am herd , ng crofts , lm lee , jvj girard"
7345,"bt technology journal ,",2002.0,adaptive network overload controls,"mj whitehead , pm williams"
7346,"bust to boom ,",,income inequality,"b nolan , b maitre"
7347,"new directions for program evaluation ,",,a template for assessing the organizational base for program implementation,ma scheirer
7348,"at . spectrosc ,",,"determination of as , cd , and pb in foodstuff by gfaas","me soares , ml bastos , f carvalho , m ferreira"
7349,,1967.0,major symphony orchestra labor relations,le lunden
7350,"acm sigplan notices ,",1986.0,strong typing and physical units,r mã $ nner
7351,pc,,e-business essentials,mp graven
7352,,1989.0,weathering : its products and deposits,ks balasubramaniam
7353,"acm transactions on database systems ,",,on the semantics of â ?? now ` in databases,rt snodgrass
7354,"computer networks ,",2003.0,algorithms for burst rescheduling in wdm optical burst switching networks,"sk tan , g mohan , kc chua"
7355,"acm transactions on database systems ,",2003.0,on the computation of relational view complements,"j lechtenborger , g vossen"
7356,submitted for,,a gene that encodes a proline-rich nodulin with limited homology to psenod12 is expressed in the,"m loner , am hirsch"
7357,,1988.0,the role of sequence markers in reading and recall : comparison of native and nonnative english,sr goldman
7358,"shrimp news international ,",2000.0,world shrimp farming 2000,b rosenberry
7359,,2003.0,hierarchical clustering via joint between-within distances,"gj szekely , ml rizzo"
7360,"msc thesis , department of computer science , university of durham",,virtual reality and program comprehension : application using spreadsheet visualisation,rd gregson
7361,,1983.0,seismic safety policy in california : local governments and earthquakes,"aj wyner , de mann"
7362,"proc . spie ,",1996.0,analog-to-digital conversion architectures for intelligent optical sensor arrays,"g torelli , l gonzo , m gottardi , f maloberti , a"
7363,"sigmod record ,",1994.0,metadata in video databases,"r jain , a hampapur"
7364,,,the 2d lid-driven cavity problem revisited,"ch bruneau , m saad"
7365,,,"a polarized view of string topology , available at math","r cohen , v godin"
7366,"bt technology journal ,",1999.0,ontology management in enterprises,"z cui , vam tamma , f bellifemine"
7367,"bt technology journal ,",2000.0,there 's nowt so queer as folk !,"d attwater , l mcgrail , n sargent"
7368,,1994.0,"die gallersche knochensammlung , dokumentation teil 2",e amsler
7369,"proceedings of the journã `` es d &#39; informatique musicale caen ed & hellip ; ,",,the self-organization of stable perceptual maps in a realistic musical environment,"m leman , f carreras"
7370,"unpublished manuscript ,",,secure computation,"s micali , p rogaway"
7371,"proceedings of the tenth acm sigact-sigmod-sigart symposium & hellip ; ,",1991.0,tools for datalog boundedness,"gg hillebrand , pc kanellakis , hg mairson , my vardi"
7372,"management science ,",1970.0,decision-making in a fuzzy environment,"re bellman , la zadeh"
7373,,,data stream management system for mavhome,"q jiang , s chakravarthy"
7374,"proc . of the acm sigmod conf. , pages430441 , minneapolis , mn , & hellip ; ,",,sequnce query processing,"p seshadri , m livny , r ramakrishnan"
7375,"computer networks ,",1999.0,on traveling incognito,"g ateniese , a herzberg , h krawczyk , g tsudik"
7376,,,scrimshaw : a language for document queries and transformations,ds arnon
7377,computer,,virtuosity : programmable resource management for spawning networks,"at campbell , j vicente , v dam"
7378,"geography ,",2005.0,helen griffee,"p geographer , t geography"
7379,,,traps-classifiers of temporal patterns,"h hermansky , s sharma"
7380,,,sharp bases and weakly uniform bases versus point countable bases,"av arhangel ` skii , w just"
7381,submitted for,,entropy interpretation of active and passive learning controllers,"fa casiello , ka loparo"
7382,"lancet i ,",1984.0,screening for vitamin d depletion,am parfitt
7383,"cochrane database syst rev ,",2003.0,selegiline for alzheimerâ ?? s disease,"j birks , l flicker"
7384,"proc . ire ,",,"limitations and possibilities for improvement of photovoltaic solar energy converters , part i :",m wolf
7385,"new directions for teaching and learning ,",1989.0,teaching experimental science : enzymes and the laboratory .,jm foster
7386,,,odmg-93 : a standard for object-oriented dbmss,rgg cattell
7387,"lecture notes in computer science ,",1996.0,packing schemes for gang scheduling,dg feitelson
7388,"pc magazine , enterprise computing ,",,understanding client/server computing,w fastie
7389,"acm press , new",,monadic state : axiomatization and type safety . in the acm sigplan international conference on,"j launchbury , a sabry"
7390,"conference proceedings of vldb , zurich , switzerland , sept ,",,c. faloutsos estimating the selectivity of spatial queries using the â ?? correlationâ ?? fractal,a belussi
7391,"journal of emergency medicine ,",2001.0,emergency department compression ultrasound to diagnose proximal deep vein thrombosis,"bw frazee , er snoey , a levitt"
7392,"computerworld ,",,phoenix maps out gis plan,gh anthes
7393,,,a two-layered integration approach for product catalogs in b2b e-commerce,"b omelayenko , d fensel"
7394,"technical report , ibm almaden research center , 1997 . in",,techniques for indexing olap data,s sarawagi
7395,"isbn ,",,staffing intermediate care services : a review of the literature to inform workforce planning,"sa nancarrow , g mountain"
7396,,,the cyber all project : a personal store for everything,cg bell
7397,"sigmod conference ,",2000.0,towards self-tuning data placement in parallel database systems,"ml lee , m kitsuregawa , bc ooi , kl tan , a mondal"
7398,"technical report , stanford university ,",,"minos 5.4 release notes , appendix to minos 5.1 userâ ?? s guide","b murtagh , m saunders"
7399,"new directions for teaching and learning ,",2004.0,authentic assessment : testing in reality,md svinicki
7400,,,alcoholics anonymous,a anonymous
