scholar_id,conf_abbrev,subject_title,author_group,pub_date
30682,proc acm,stopâ ?? andâ ?? go queueing framework for eongesticm management,sja golestani,
30683,"information & software technology ,",a multi-method for defining the organizational change,"s nurcan , c rolland",2003.0
30684,"md ,",patterns ofthe hypnotic techniques ofmilton h. erickson,"r bandler , j grinder",
30685,,automatic subspace clustering of high dimensional data for data mining applications,"a rakesh , j gehrke , d gunopulosâ ? ¦",
30686,"journal of emergency nursing ,",automobile air bag-mediated injury : a case presentation,sa weinman,1995.0
30687,"proceedings ,",an overview of cafe specification environment,"k futatsugi , a nakagawa",
30688,,adaptive partial feedback linearization of induction motors,"r marino , s peresada , p valigi",
30689,"acm transactions on database systems ,",on completeness of historical relational data models,"j clifford , a croker , a tuzhilin",
30690,"cochrane database syst rev ,",physical medicine modalities for mechanical neck disorders,"ar gross , pd aker , ch goldsmith , p peloso",2000.0
30691,"acm sigmod record ,",tods report,r snodgrass,2005.0
30692,"new directions for teaching and learning ,",rewards for teaching,c knapper,1997.0
30693,"proceedings of the international conference on information & hellip ; ,",the effects of knowledge embeddedness on the diffusion of case technologies within organizations,"rl purvis , v sambamurthy , rw zmud",1995.0
30694,"bt technology journal ,",modelling human perception,"aw rix , a bourret , mp hollier",
30695,at,solid modelling of post-tensioned bridge beams using finite elements,"p fanning , a znidaric",
30696,"supplement to nature genetics ,",the chipping forecast,ng supplement,
30697,"submitted for publication ,",structural properties for two classes of combined generators,"pl ` ecuyer , s tezuka",
30698,"acm transactions on database systems ,",imprecise schema : a rationale for relations with embedded subrelations,"hm dreizen , sk chang",1989.0
30699,"new directions for teaching and learning ,",consultation using critical friends,g handal,1999.0
30700,"information and software technology ,",estimating software development effort with connectionist models,"p courcoux , m semenou , g wittig , g finnie",1997.0
30701,,database architecture for new hardware,a ailamaki,
30702,"new directions for higher education ,",cooperation and alliances : higher education and the use of television,lg dotolo,2002.0
30703,"proceedings of the 21st international conference on very & hellip ; ,",pu . apracticaland modularimplementation technique of extended transaction models,r bargaandc,
30704,"acm ,","the ordering of events in a distributed system , âº comm","l lamport , c time",
30705,,the next database revolution,j gray,
30706,,airfoil design and data,r eppler,1992.0
30707,submitted for,typing of clinical and domestic animal strains of staphylococcus aureus by aflp,"am simoons-smit , phm savelkoul , tm starink , c",
30708,,semi-automatic bug localization in software maintenance,", m kamkar , p fritzson",1990.0
30709,"proc . spie ,",a comparison of the coding efficiency of perceptual models,rj safranek,1995.0
30710,"zero to three ,",placement experiences of the youngest foster care population,"rm goerge , f wulczyn",1999.0
30711,urban,the urban geography of sars : paradoxes and dilemmas in torontoâ ?? s health care,"dd affonso , gj andrews , l jeffs",
30712,"san diego ,",interview with authors,e larson,
30713,"technical report csl-tr-94-630 , stanford university , palo alto",expansion caches for superscalar microprocessors,jd johnson,
30714,"ieee computer ,","jade : a high-level , machine-independent language for parallel computing","mc rinard , dj scales , ms lam",
30715,"proc . ieee/acm design automation conf ,",iterative performance and wirability improvement for fpgas,"s nag , k roy",
30716,"ieee computer ,",toward decent text encoding,n holmes,1998.0
30717,,springer verlag gmbh & co kg,dt fã 1/4 r den maschinenbau,
30718,at,roy automatic control for accurate navigationn around underwater structures,"n dabalb , a terribile , m bellin",
30719,"procs of ipmu-92 . also tech . rep. tr/iridia/91 ,",automatic construction of valuation systems from general clauses,"a saffiotti , e umkehrer",
30720,,simple singularities and simple algebraic groups,p slodowy,
30721,"sigmod record ,","database research at the indian institute of technology , bombay","db phatak , nl sarda , s seshadri , s sudarshan",1996.0
30722,"curriculum associates , seattle , washington ,",woodland culture area,"c ross , r fernandes",
30723,,regularity theory for the homogeneous boltzmann with angular cut-o,"c mouhot , c villani",2002.0
30724,"vldb ,",integration of time versions into a relational database system,"p dadam , vy lum , hd werner",1984.0
30725,"czech technical university ,",a distributed database project based on web technology,"j kolar , i halaska , z ilek",
30726,,asymptotic stability of infinite-dimensional semi-linear systems : application to a nonisothermal,"i aksikas , jj winkin , d dochain",2004.0
30727,"computerworld ,",the false promise of objects,j gantz,
30728,"during the demonstration of the lifting and lowering test ,",this test is to be performed in conjunction with test 1 above,p test,
30729,procs . of the second workshop on evolutionary computing (,a comparative analysis of evolutionary algorithms for function optimisation,"i de falco , r del balio , a della cioppa , e",
30730,"phil . mag ,","on the light from the sky , its polarization and its colour",jw strutt,
30731,"acc . chem . res ,","copper-dioxygen chemistry , a bioinorganic challenge","kd karlin , z tyeklar",
30732,"physical geography ,",evidence of lower-atmospheric ozone '' sloshing '' in an urbanized valley,"aw ellis , ml hildebrandt , hjs fernando",1999.0
30733,"journal of personality and social psychology ,",a test of the social support deterioration model in the context of natural disaster,"k kaniasty , fh norris",1993.0
30734,"new directions for program evaluation ,",influences on internal evaluation data dependability : organizational issues and data quality control,"fl newman , r white , d zuskar , e plaut",1983.0
30735,"software quality management-international conference - ,",automatic software evaluation based on domain knowledge and formal evaluation specification,"bi cogan , to matveeva",1998.0
30736,"proc . of the acm sigmod conference on management of data ,",exploratory mining and pruning optimizations of constrained association queries,"rt ng , lvs lakshmanan , j han , a pang",
30737,"acm transactions on computer systems ,",garbage collection for a client-server persistent object store,"l amsaleg , mj franklin , o gruber",1999.0
30738,"european journal of medical research ,",improvement of haart-associated insulin resistance and dyslipidemia after replacement of protease,"r walli , gm michl , jr bogner , fd goebel",2001.0
30739,"unpublished manuscript ,",from the wings of drosophilia to the brains of mental patients,"s mednick , mo huttunen",
30740,"submitted for publication ,",modeling and testing of dynamic aspects of web applications,"y wu , j offutt , x du",2004.0
30741,,the religious ceremonies and customs of the parsees,jj modiâ ? ¦,1922.0
30742,"geography ,",professional opinions on the current state of the municipal solid waste industry in the uk,"a read , p phillips , g robinson",
30743,"cellular and molecular biology letters ,",preparation and properties of alkylphospholipid liposomes : a review,"r zeisig , i fichtner , d arndt",1996.0
30744,"proceedings of the 23rd annual eiba conference on global & hellip ; ,",outward foreign direct investment by central european economies and restructuringâ '',m svetlicic,
30745,,precedents for social responsibility among scientists : the american association of scientific,e hodes,1982.0
30746,,rna polymerase iii transcription,rj white,1998.0
30747,"public server ,",semantic and schematic similarities between objects in databases : a context-based approach,"v kashyap , a sheth",1995.0
30748,& hellip ; sigmod international conference on management of data ( 1996,sg and badia . 1996 . providing better support for a class of decision support systems,agd rao,
30749,"proc . 28th eur . conf . optical communication ( ecoc 2002 ) ,",spatial characterization of fbgâ ?? s using layer-peeling,"oh waagaard , e rã ¸ nnekleiv , jt kringlebotn",
30750,"university of california , santa barbara ,",ncgia core curriculum in giscience,m goodchild,
30751,"isbn ,",burnham-on-crouch ad 2000 burnham-on-crouch town council,p harper,
30752,"phil . mag ,",some approximations to hypergeometric functions,d wrinch,
30753,,query execution techniques for caching expensive predicates,"jm hellerstein , j naughton",1996.0
30754,"proceedings of the tenth international conference on vldb ,",architectural issues of transaction management in layered systems,"g weikum , hj schek",
30755,"submitted for publication ,",adaptive software testing with fixed-memory feedback,"ky cai , b gu , h hai , yc li",
30756,,relative performance of preemption-safe locking and non-blocking synchronization on multiprogrammed,"mm michael , ml scott",
30757,,optical waveguide theory,"aw snyder , jd love",
30758,"unpublished manuscript ,",toward a model for backtracking and dynamic programming,"maa borodin , j buresh-oppenheim , r impagliazzo , a",
30759,proc . int . congr . of,theory of intersections on the arithmetic surface,sj arakelov,
30760,"& hellip ; doctoral dissertation , university of athens , greece ,",hstash kai h summetoch tou patera sthn antmetvpish tvn yucologikvn problhmatvn tvn ejhbvn [ the,t kallinikaki,
30761,"machine learning ,",a learning generalization bound with an application to sparse-representation classifiers,y gat,2001.0
30762,"cochrane database syst rev ,",prolonged versus short course of indomethacin for the treatment of patent ductus arteriosus in,"c herrera , j holberton , p davis",2004.0
