pub_id,researchers,conf_journal,doc_year
56811,ra rhoads,"new directions for teaching and learning ,",2000.0
56812,"ck kumar , rj southall","study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,",1976.0
56813,"y ioannidis , m livny , s gupta","22nd international vldb conference ,",
56814,"c medeiros , f tompa","proceedings of the international conference on very large & hellip ; ,",
56815,o hyodo,unpublished,
56816,"af neuwald , n kannan , a poleksic , js liu",,2002.0
56817,pz revesz,,
56818,"th haveliwala , s kamvar , g jeh",,
56819,"s decatur , s batzoglou","& hellip ; mit laboratory for computer science student workshop on & hellip ; ,",
56820,"rm grant , ap jammine , h thomas","the academy of management journal ,",1988.0
56821,"nj matheson , m symmonds-abrahams , a sheikh , s","cochrane database syst rev ,",2003.0
56822,"k sugawara , k morita , n ueno , h shibuya","genes to cells ,",2001.0
56823,"g fox , s pallickara , x rao","proceedings of acm java grande iscope conference ,",2002.0
56824,"p tanabe , m buschmann","journal of emergency nursing ,",2000.0
56825,"p doig , jw edington","phil . mag. ,",1974.0
56826,"kd ryu , jk hollingsworth","proceedings of acm/ieee sc98 ( supercomputingâ ?? 98 ) ,",1998.0
56827,"wb swann jr , jj griffin , sc predmore , b gaines","journal of personality and social psychology ,",1987.0
56828,"m tamerozsu , v oria , pj iglinski",,
56829,"sj soltysiak , ib crabtree","bt technology journal ,",1998.0
56830,h meinhardt,,2003.0
56831,"s sudarshan , d srivastava , r ramakrishnan , jf",,
56832,"hw king , tb massalski","phil . mag ,",
56833,de myers,"journal of emergency medicine ,",1995.0
56834,"f giunchiglia , p shvaiko , m yatskevich",,
56835,mm david,"sigmod record ,",2003.0
56836,"cj cooke , ik openshaw","proc . ann . electron microsc . soc . am . meet. , 28th , baton & hellip ; ,",
56837,"s amarasinghe , w lee , b greenwald",,
56838,tl linquist,"social studies and the young learner ,",1989.0
56839,"dl heine , ms lam",,
56840,"a vorstermans , jp martens , n cremelie",,
56841,m maung,"& hellip ; institute for population studies , deonar , bombay , india ,",
56842,"bp monia , dj ecker , d finley , st crooke",,1989.0
56843,c von simson,"computerworld. ,",1990.0
56844,j read,"new directions for higher education ,",1980.0
56845,"sh horowitz , b lichtenstein , c roller , m toombs , s","unpublished manuscript ,",
56846,"m jourdan , n layaida",,
56847,k roiphe,,
56848,"t maekawa , k yanagihara , e ohtsubo","genes to cells ,",1996.0
56849,g graefe,"proceedings of the 1990 acm sigmod international conference & hellip ; ,",1990.0
56850,"la bero , nb mays , k barjesteh , c bond","cochrane database syst rev ,",2000.0
56851,"mgj van den brand , p klint , p olivier , e visser",unpublished,
56852,"rg tiberius , jm billson","new directions for teaching and learning ,",1991.0
56853,"smc kuck , y sagiv","proceedings of the 1st acm sigact-sigmod symposium on & hellip ; ,",1982.0
56854,vk dobrev,"proceedings , eds . h.-d . doebner , vk dobrev , ag ushveridze (",
56855,"n kamel , r king","proceedings of the acm sigmod intl. conf . on management of & hellip ; ,",
56856,e wong,,
56857,ba bowles,"bt technology journal ,",1994.0
56858,"a gemino , y wand",,
56859,ap sheth,"sigmod conference ,",
56860,er fossum,"proc . spie ,",
56861,"g odawara , m tomita , o okuzawa , t ohta , z zhuang","proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
56862,"jc lagarias , am odlyzko","journal of the acm ( jacm ) ,",1985.0
56863,vn padmanabhanandl,"proc . of acm sigcomm ,",
56864,"f doolittle , i robling","new york , ny : manpower demonstration research corp ,",
56865,"dk struve , rd lineberger","proc . int . plant prop . soc ,",
56866,r macy,,1998.0
56867,jc fisher,"new directions for adult and continuing education ,",1998.0
56868,"m ettinger , p hoeyer","lecture notes in computer science ,",1999.0
56869,"cb walton , ag dale , rm jenevein","vldb ,",1991.0
56870,"j denzinger , d fuchs",,
56871,"o diekmann , hr thieme , m gyllenberg",hã ¶ gskolan i,
56872,"yw huang , n jing , ea rundensteiner",,
56873,h lang,"& hellip ; proceedings of the 25 th international geographic congress & hellip ; ,",1984.0
56874,s ghosh,"international studies-bombay then new delhi - ,",1995.0
56875,"b babcock , s chaudhuri , g das","sigmod conference ,",2003.0
56876,"j scarpulla , e ahlers , d eng , d leung , s olson , cs","proceedings of 28th sotapocs , electrochem . soc. , proc ,",
56877,"v anupam , a mayer , k nissim , b pinkas , mk reiter","www8 / computer networks ,",1999.0
56878,d thornburg,"electronic learning ,",
56879,a brandolini,"procs 24th corn & sorghum research conf ,",
56880,ma ould,"information and software technology ,",1990.0
56881,ap ljungqvist,"unpublished manuscript ,",1999.0
56882,ph lewis,"new directions for higher education ,",1994.0
56883,js bharati,,1991.0
56884,aoâ ?? dwyer,proc . int . conf .,
56885,"b qian , ra goldstein","proteins-new york - ,",2003.0
56886,"r larson , c lefebvre","proceedings of nels ,",1991.0
56887,"mf hassan , m sultan",,
56888,"j mchugh , j widom",,1999.0
56889,e techs,"microsoft corp ,",
56890,r sigmon,"new directions for higher education ,",1974.0
56891,"j gu , tb pedersen , a shoshani","proceedings of the 26th international conference on very & hellip ; ,",2000.0
56892,je wrathall,"geography ,",
56893,pk lala,"electronic engineering ,",
56894,"dj collier , c patrick","new directions for higher education ,",1979.0
56895,se church,,1970.0
56896,"cm wyss , ghl fletcher , f erdinc , jt engle",,
56897,"li oâ ?? callaghan , d lehmann , y shoham","proc . of acm ec ,",
56898,oh basquin,,1919.0
56899,jl zwingle,"new directions for higher education ,",1980.0
56900,"f derfler jr , s rigney","pc magazine ,",
56901,"h alshawi , d carter , m rayner , b gamback","proc . 29th acl , berkeley ,",
56902,v pratt,to,
56903,"vl carlson , n theodore","urban geography ,",1997.0
56904,"m dzamonja , s shelah",submitted for,
56905,"s hitchcock , l carr , w hall",,1997.0
56906,"ra ganski , hkt wong","proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987.0
56907,m bouzeghoub,"vldb ,",1991.0
56908,c nussbaumer,,2003.0
56909,ga cook,vol .,
56910,"jm blanc , c dodane , pf dominey",,
56911,sm tang,,1995.0
56912,"s ganguly , r krishnamurthy","proc . of comad intl. conf . on management of data ,",
56913,"mb botchin , jr kaplan , sb manuck , jj mann","neuropsychopharmacology-san diego - ,",1993.0
56914,"dp jeffery , a ley , s mclaren , n siegfried","cochrane database syst ,",
56915,"n mukherjee , rd roseman","mrs symp . procs ,",
56916,hra concept,,1979.0
56917,"a maedche , b motik , n silva , r volz",,
56918,"l flohe , r brigelius-flohe , m maiorino , a roveri ,","see ref ,",
56919,"rj francis , j rose , z vranesic","proc . 28th design automation conf ,",
56920,ru rosenthal,"acc . chem . res ,",
56921,"pa nielsen , ca leger , ig welsford , sl whittemore","demonstration at the project kaleidoscope workshop what & hellip ; ,",
56922,"g linden , s hanks , n lesh","courses and lectures-international centre for mechanical & hellip ; ,",1997.0
56923,"rt ng , lvs lakshmanan , j han",proceedings of the 1998 acm sigmod international conference,
56924,w kent,proceedings of the international conference on very large,
56925,j maglitta,"computerworld ,",
56926,m frakes,"information and software technology ,",
56927,nc lobley,"bt technology journal ,",2001.0
56928,wg hoekstra,"fed proc ,",1975.0
56929,yc kanani,"powder metallurgy alloys symposium [ abstracts ] , bombay , india & hellip ; ,",1980.0
56930,"d clarke , m richmond , j noble",,
56931,pb kellett,"journal of emergency nursing ,",1997.0
56932,"g mitchell , u dayal","proceedings of the international conference on very large & hellip ; ,",1993.0
56933,e mmin,proc . int . conf . computer,
56934,"w xu , dp miranker , r mao , s wang","submitted for publication ,",2003.0
56935,pa ruetz,,
56936,"wa goddard , th dunning","acc . chem . res ,",
56937,b machrone,"pc magazine ,",
56938,fh administration,"demonstration project ,",
56939,"n asmar , s montgomery-smith",submitted for,
56940,s chakravarthy,"acm sigmod record ,",1997.0
56941,s arya,"md ,",
56942,"al furtado , l kerschberg",,
56943,"m hirt , u maurer","proc . acm podc ,",
56944,"j rabin , cw cheng","acm sigmod record ,",1973.0
56945,cg darwin,"phil . mag ,",
56946,"la ramshaw , pd amer","computer networks ,",
56947,"c chin , b chin , h lu",,1992.0
56948,me brenner,"university of california , santa barbara ,",
56949,d long,"technical report coins 91-31 , university of massachusetts , dept",
56950,ga gratzer,,1979.0
56951,lg paul,"electronic business ,",2001.0
56952,d walton,"bt technology journal ,",1998.0
56953,rj bauer,,
56954,"y yamaguchi , t wada , h handa","genes to cells ,",1998.0
56955,"r agrawal , a borgida , hv jagadish","proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
56956,"s freedman craig , dj dewitt","proceedings of the 1995 acm sigmod international conference & hellip ; ,",
56957,fn richard,,
56958,js stark,"new directions for higher education ,",1976.0
56959,poâ ?? neil,"a dense , scholarly , oft-cited , hard-to-read , necessary",
56960,"t ball , sk rajamani",,
56961,p cunniff,"md ,",
56962,"nw ockwig , o delgado-friedrichs , mo ` keeffe , om","acc . chem . res ,",2005.0
56963,a conrad,,
56964,l steinberg,"journal of personality and social psychology ,",1994.0
56965,"a hayrapetyan , c swamy , ã ? tardos",,
56966,"g singh , s rajagopalan , b lindsay","proceedings of acm sigmod int . conf . on management of data ,",
56967,v crescenzi,"27th conference on vldb , rom ,",
56968,"p serradas , l goya , m lacorne , mn gangnerau , s","diabetes-new york - ,",2002.0
56969,ak nadkarni,"bombay , india ,",
56970,t katoâ ? ¦,"procs . of pac 2003 ,",
56971,adsks shenker,"proceedings acm sigcomm ,",
56972,"jy hardeberg , h brettel , f schmitt","printing and publishing in color , zurich , switzerland , spie & hellip ; ,",
56973,"hb christensen , j bardram","lecture notes in computer science ,",2002.0
56974,"m charikar , s chaudhuri , r motwani , v narasayya",,
56975,"r de nicola , g ferrari , r pugliese","proceedings ( d. garlan , d. le metayer , eds . ) ,",
56976,"p widlak , j rogolinski , k lisowska , j rzeszowska -","cellular and molecular biology letters ,",1997.0
56977,ws ver,,1993.0
56978,"j xu , b randell , a romanovsky , rj stroud , af zorzo",proc . 29th int . symp . fault-tolerant computing,
56979,i kaist,,
56980,l rosenberg,"journal of emergency nursing ,",1991.0
56981,"j pycock , k palfreyman , j allanson , g button","seattle , washington , usa , november ,",
56982,"mc otero , jj dolado","information and software technology ,",
56983,t critchlow,"sigmod record ,",2001.0
56984,"r yajima , s taira , n domyo , k masuda","proc . int . conf ,",
56985,r glowinski,,1984.0
56986,"j jackson , m egenhofer , a frank","proc . acm sigmod ,",
56987,"r paricio , jm moreno","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
56988,dg brown,"new directions for higher education ,",1988.0
56989,"mp atkinson , me orlowska , p valduriez , sb zdonik ,","proceedings of 25th international conference on very large & hellip ; ,",
56990,"b thiesson , c meek , d heckerman","machine learning ,",2001.0
56991,"nx hai , pq khanh",submitted for,
56992,b bernanke,"remarks at an economics luncheon , seattle , washington , may ,",
56993,"ago yeh , x xu , h hu","urban geography ,",1995.0
56994,"d friedlander , g hamilton",,1993.0
56995,e moore,"urban geography ,",
56996,"r dingledine , mj freedman , d molnar",,2000.0
56997,"j zobel , a moat , r sacks-davis","proc . 18th vldb conference vancouver , bc ,",
56998,"t terada , m tsukamoto , k hayakawa , t yoshihisa , y","lecture notes in computer science ,",2004.0
56999,"r srikant , r agrawal",,1995.0
57000,rk bera,"information and software technology ,",1990.0
57001,"c albajar , mg albrow , oc allkofer , b andrieu , k","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
57002,p seldin,"new directions for teaching and learning ,",1987.0
57003,"ws levine , b ma , fe zajac","proceedings of the 23rd annual conference on information & hellip ; ,",
57004,c silagy,"cochrane database syst rev ,",2000.0
57005,sa ross,,
57006,yi liou,,
57007,"r crawford , h hall","the nature conservancy , seattle , washington . 289pp ,",
57008,a motro,,
57009,"b melchiorri , v natale , b fiscella , p lombardini","& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,",1976.0
57010,"r heller , d kinnen , y kafai","proceedings of the third acm international conference on & hellip ; ,",1995.0
57011,l harp,"electronic learning ,",
57012,"j heinanen , k kilkki",unpublished,
57013,m rodgers,"computerworld ,",
57014,h pilegaard,"technical university of denmark ,",
57015,"ch chuang , ccj kuo",proceedings of,
57016,"y zhao , pm deshpande , jf naughton , a shukla","proc . acm-sigmod ,",
57017,"de avison , g fitzgerald","information and software technology ,",1988.0
57018,"ja mclaughlin , lj weber , rw covert , rb ingle","new directions for program evaluation , no ,",
57019,j vaughan,"application development trends ,",2001.0
57020,"mm pickard , bd carter","information and software technology ,",1995.0
57021,jj donovan,"acm transactions on database systems ,",1976.0
57022,s kahn,"new directions for teaching and learning ,",1996.0
57023,bbn performance,see,
57024,b ives,"acm sigmod record ,",1981.0
57025,"jl pierce , al delbecq","the academy of management review ,",1977.0
57026,h kungandj,"acm transaction on database systems ,",
57027,f michaud,,
57028,"s moscovici , m zavalloni","journal of personality and social psychology ,",1969.0
57029,j sartain,,
57030,"sh son , r david , bm thuraisingham",,
57031,"h winnemoller , s bangay","proceedings of acm symposium ,",
57032,"l yang , yy lua , mv lee , mr linford","acc . chem . res ,",2005.0
57033,"vv kakkar , da hoppenstead , j fareed , z kadziola , m","blood-new york - ,",2002.0
57034,"w qian , y deli","proceedings of 2002 international conference on management & hellip ; ,",
57035,d featherman,"university of wisconsin ,",
57036,jp singhâ ? ¦,"technical report to appear , stanford",
57037,"a david , mo moller , w yi","lecture notes in computer science ,",2002.0
57038,rg cameron,,
57039,"t rodden , a crabtree , t hemmings , b koleva , j",,
57040,"s jamin , p danzig , s shenker , l zhang",proc . acm,
57041,"fh irons , t rebold","technical report , mit lincoln laboratory , lexington ,",
57042,sm technology,"md ,",
57043,m markl,,
57044,"cm abbott , cj mcmahon , db whitehouse , s povey","lancet i ,",1988.0
57045,s guha,"proceedings of the 31st international conference on very & hellip ; ,",2005.0
