media_id,copyright_text,music_release_date,track,album_title_nm,musical_length,style,performer
814,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
815,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
816,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
817,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
818,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
819,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",25-Sep-12,Christmas Eve / Sarajevo 24 / 24,Now That 's What I Call Today 's Christmas,3:26,"Holiday , Music",Trans-Siberian Orchestra
820,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",7-Aug-12,I Do n't Like You ( Bonus Track ),"Now That 's What I Call Music , Vol . 43",4:11,"Pop , Music",Eva Simons
821,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",6-Nov-12,Be in Love Tonight ( Now What 's Next Bonus Track ),"Now That 's What I Call Music , Vol . 44",3:06,"Pop , Music",Toyconnor
822,2011 Walt Disney Records,16-Aug-11,Keeping Secrets,Radio Disney Jams ( 15th B-Day Edition ),3:53,"Pop , Music",Kicking Daisies
823,2009 The Island Def Jam Music Group,21-Dec-09,One Time ( My Heart Edition ),One Time ( My Heart Edition ) - Single,3:11,"Pop , Music",Justin Bieber
824,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
825,2013 Cash Money Records Inc.,22-Oct-13,Wait For a Minute,Wait For a Minute - Single,3:26,"Hip-Hop/Rap , Music , Rap , Rock",Tyga & Justin Bieber
826,2010 Sony Music Entertainment,23-Mar-10,Eenie Meenie,Eenie Meenie - Single,3:21,"Pop , Music , Rock",Sean Kingston & Justin Bieber
827,2013 The Island Def Jam Music Group,14-Oct-13,All That Matters,All That Matters - Single,3:11,"Pop , Music , Rock",Justin Bieber
828,2013 The Island Def Jam Music Group,9-Dec-13,Confident ( feat . Chance The Rapper ),Confident ( feat . Chance the Rapper ) - Single,4:08,"Pop , Music",Justin Bieber
829,"2015 Def Jam Recordings , a division of UMG Recordings , Inc.",28-Aug-15,What Do You Mean ?,What Do You Mean ? - Single,3:27,"Pop , Music , Rock",Justin Bieber
830,2015 Cash Money Records Inc.,3-Aug-15,Right Hand,Right Hand - Single,3:10,"Hip-Hop/Rap , Music",Drake
831,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
832,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
833,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
834,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
835,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
836,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
837,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
838,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
839,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
840,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
841,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
842,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
843,2015 Cash Money Records Inc.,31-Jul-15,Back To Back,Back To Back - Single,2:50,"Hip-Hop/Rap , Music",Drake
844,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
845,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
846,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
847,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
848,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
849,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
850,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
851,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
852,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
853,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
854,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
855,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
856,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
857,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
858,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
859,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
860,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
861,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
862,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
863,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
864,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
865,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
866,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
867,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,9AM In Dallas,9AM In Dallas - Single,3:39,"Hip-Hop/Rap , Music",Drake
868,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
869,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
870,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
871,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-08,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
872,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
873,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
874,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
875,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
876,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
877,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
878,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
879,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
880,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
881,2015 Cash Money Records Inc.,31-Jul-15,Charged Up,Charged Up - Single,3:09,"Hip-Hop/Rap , Music , Rap",Drake
882,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
883,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
884,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
885,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
886,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
887,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
888,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",Drake
889,"2012 Universal Island Records , a division of Universal Music Operations Limited",3-Apr-12,Ride My Beat,StreetDance 2 ( OST ),3:33,"Soundtrack , Music , Pop",Polluted Mindz
890,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
891,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
892,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
893,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
894,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
895,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
896,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
897,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
898,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
899,2006 Viacom International Inc.,1-Aug-06,Hold On,N Soundtrack,2:07,"Pop , Music , Soundtrack , TV Soundtrack",Mandy Musgrave
900,2008 BBE,22-Sep-08,Producer Commentary ( Bonus ),Soul Movement Vol . I,22:30,"R&B / Soul,Music,Hip-Hop / Rap , Rap , Soul , Alternative Rap,Neo-Soul",Slakah the Beatchild
901,2008 BBE,22-Sep-08,Producer Commentary ( Bonus ),Soul Movement Vol . I,22:30,"R&B / Soul,Music,Hip-Hop / Rap , Rap , Soul , Alternative Rap,Neo-Soul",Slakah the Beatchild
902,2008 BBE,22-Sep-08,Producer Commentary ( Bonus ),Soul Movement Vol . I,22:30,"R&B / Soul,Music,Hip-Hop / Rap , Rap , Soul , Alternative Rap,Neo-Soul",Slakah the Beatchild
903,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
904,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
905,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
906,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
907,2009 Young Money Entertainment/Cash Money Records/Universal Motown,15-Sep-09,Fear,So Far Gone,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",Drake
908,2009 Cash Money Records Inc.,23-Nov-09,Always Strapped ( Remix ),Pricele $ $,4:30,"Hip-Hop/Rap , Music , Dirty South","Birdman , Lil Wayne & MackMaine"
909,2009 Cash Money Records Inc.,23-Nov-09,Always Strapped ( Remix ),Pricele $ $,4:30,"Hip-Hop/Rap , Music , Dirty South","Birdman , Lil Wayne & MackMaine"
910,2009 Cash Money Records Inc.,23-Nov-09,Always Strapped ( Remix ),Pricele $ $,4:30,"Hip-Hop/Rap , Music , Dirty South","Birdman , Lil Wayne & MackMaine"
911,2010 Young Money Entertainment/Cash Money Records,15-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",Drake
912,2010 Young Money Entertainment/cash Money Records,15-Jun-10,9AM In Dallas,9AM In Dallas - Single,3:39,"Hip-Hop/Rap , Music",Drake
913,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
914,2010 Young Money Entertainment/Cash Money Records/Universal Motown,16-Jun-10,Thank Me Now,Thank Me Later,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Drake
915,2015 Cash Money Records Inc.,31-Jul-15,Charged Up,Charged Up - Single,3:09,"Hip-Hop/Rap , Music , Rap",Drake
916,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
917,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
918,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
919,2015 Cash Money Records Inc.,13-Feb-15,6PM In New York,If You 're Reading This It 's Too Late,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Drake
