object_id,author_team,publication_year,event_name
45789,"s heymann , k tham , a kilian , g wegner , p rieger , d",2002.0,"vldb ,"
45790,e rubin,1979.0,"fed proc ,"
45791,"s yoshida , j kurumisawa , h noma , n tetsutani , k",2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,"
45792,"pj lizcano , a azcorra , j sole-pareta , j domingo -",1999.0,"computer networks ,"
45793,th stix,1962.0,
45794,ej johnson jr,1999.0,
45795,cm cr,,proceedings of the acm sigmod international conference on
45796,k schwan,1988.0,"information and software technology ,"
45797,m gaur,1990.0,
45798,"dr cundell , np gerard , c gerard , ei tuomanen",,"submitted for publication ,"
45799,m hefeeda,2003.0,"proceedings of the eleventh acm international conference on & hellip ; ,"
45800,ks mallard,2002.0,"new directions for teaching and learning ,"
45801,"a aboulnaga , p haas , m kandil , s lightstone , g",2004.0,"proceedings of the international conference on very large & hellip ; ,"
45802,"d macisaac , lb jackson",1994.0,"new directions for adult and continuing education ,"
45803,be walvoord,2003.0,"new directions for higher education ,"
45804,"jj millspaugh , jm marzluff",,"san diego , ca ,"
45805,"j clark , d florescu , j robie , j simeon , ms xquery",,
45806,"j fukui , y kimura , m ishida , t nanazawa",,"proc . of 29th ujnr , technical memorandum of pwri ,"
45807,"ms peter , jw slotboom , d terpstra , jh klootwijk , f",,"proc . 29th eur . solid-state device research conf . essdrec ,"
45808,kp king,2003.0,"new directions for adult and continuing education ,"
45809,"a ahmed , d walker",,
45810,jk mortensen,1983.0,"ph. d. thesis california univ. , santa barbara. ,"
45811,"ja zeh , dw zeh",1996.0,"proceedings : biological sciences ,"
45812,"s ray , d page",,
45813,"ge sievert , ta mizell",,"ieee computer ,"
45814,"gc chatterjee , sk guha",,"proceedings of the 23rd international geological congress ,"
45815,j collier,,"see ref ,"
45816,"a whitney , d shasha",2001.0,"sigmod conference ,"
45817,"d chakraborty , ak das",,"at . spectrosc ,"
45818,"r fitzgerald , d tarditi",,
45819,"r biddle , a martin , j noble",,
45820,h teichler,1975.0,"phil . mag. ,"
45821,"k ullakko , vg gavriljuk , vm nadutov",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
45822,"lm ni , pk mckinley",,"ieee computer ,"
45823,mh bernson,1998.0,"social studies and the young learner ,"
45824,ai wasserman,1978.0,"vldb surveys ,"
45825,g brown,,"phil . mag ,"
45826,"m blaschke , d gremmels , m hollmann , bu keller",,"proceedings of the 23rd neurobiology conference , 1995 ,"
45827,"h hartmann , t kerner",,
45828,"d jonscher , kr dittrich",,
45829,"pj restle , j phillips , i elfadel",1998.0,"proceedings of the 1998 ieee/acm international conference on & hellip ; ,"
45830,"gs kahn , eh breaux , rl joseph , p de klerk",,"procs . i ndknowledge acquisition for knowledge-based systems & hellip ; ,"
45831,"h gurnani , cs tang",1999.0,"management science ,"
45832,"r katz , e chang , r bhateja",,"proc . acm sigmod conf ,"
45833,"mf sagot , a viari",1997.0,"lecture notes in computer science ,"
45834,"jl burguera , m burguera , ce rondon , e burguera",,"at . spectrosc ,"
45835,"lm strand , jm winston",1989.0,"new directions for teaching and learning ,"
45836,"cf jaarsma , f van langevelde",,"proc . 29th isata , dedicated conference on the motor vehicle & hellip ; ,"
45837,mc pirlo,,"proceedings of the 4 thinternational & 25 thnational & hellip ; ,"
45838,gp copeland,,
45839,"d watson , la clark , cw mcintyre , s hamaker",1992.0,"journal of personality and social psychology ,"
45840,"g desanctis , rb gallupe",1987.0,"management science ,"
45841,"t gochitashvili , l kurdgelashvili",,"proceedings of 25 thieea international conference , aberdeen , & hellip ; ,"
45842,"l coutin , l decreusefond",,
45843,m srinivas,,"ieee computer ,"
45844,n mendonã § a,,"proc . of vldb ,"
45845,ar smith,,"technical report , microsoft , inc. , 1995 . ftp://ftp . alvyray . com"
45846,t kim,2001.0,
45847,"y nam , d khatami , bc wheeler , gj brewer",,
45848,"m yasugi , s matsuoka , a yonezawa",,proceedings of acm international conference on
45849,j garris,,"pc magazine ,"
45850,s sarawagi,1996.0,
45851,c brunner,,"electronic learning ,"
45852,ni dajani,1957.0,
45853,"cr hicks , gj crawford , dt tan , gr snibson , gl",2003.0,"cornea-new york - ,"
45854,rr krishnamurthy,,"proc . acm sigmod int . conf . on management of data ,"
45855,s banerjee,,"proceedings of acm sigcomm ,"
45856,"g olafsson , b ã?rsted",,"i , j. funct . anal ,"
45857,ss chen,,
45858,"dg yakovlev , oy gnedin , ad kaminker , ay potekhin",,
45859,"at campbell , g coulson",,"proc . acm multimedia ,"
45860,"m hilton , e stuart",2004.0,"cochrane database syst rev ,"
45861,"t kampke , r kober",,
45862,ga langer,1977.0,"fed proc ,"
45863,"jr quinlan , rm cameron-jones",1993.0,"lecture notes in computer science ,"
45864,"y tao , d papadias , q shen",2002.0,"vldb ,"
45865,"s takeuchi , k takeda , i oishi , m nomi , m ikeya , k",2000.0,"genes to cells ,"
45866,"p drew , r king , d heimbigner",1992.0,"the vldb journal the international journal on very large & hellip ; ,"
45867,j small,,"phil . mag ,"
45868,"e laine , r rajala , r sillanpaa , j pirttimaki",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
45869,"x meng , h lu , h wang , m gu",,"demonstration in icde ,"
45870,"cp chen , j bilmes , k kirchhoff",,"submitted to icslp ,"
45871,"yv klimov , vi kopeikin , la mikaã © lyanâ ? ¦",,at .
45872,p shapiro,,
45873,"a bianco , l de alfaro",1995.0,"lecture notes in computer science ,"
45874,gdsvsln ak,,"ieee computer ,"
45875,ae hall,2000.0,
45876,"bm leavenoworth , je sammet",1974.0,"acm sigplan notices ,"
45877,"h alyea , d dreisbach , f dutton , g gilbert",,"a visual demonstration of preferential absorption , by harry & hellip ; ,"
45878,"tl kunii , y tsuchida , h matsuda , m shirahama , s",,"proceedings of cgi ,"
45879,", p valduriez",,prentice
45880,"y velegrakis , rj miller , l popa",,"proceedings of the 29th vldb conference , berlin , germany ,"
45881,"df gibbs , m jarman",,"phil . mag ,"
45882,"g makepeace , s pal",,"european society for population economics , athens , greece ,"
45883,e portnoy,,"arch : proc . 28th actuarial research conf ,"
45884,"h lu , bc ooi , ch goh",1992.0,"sigmod record ,"
45885,"wi grosky , f fotouhi , ik sethi , b capatina",,"signals , systems and computers , 1994 . 1994 conference record"
45886,usaewe station,,"unpublished technology demonstration plan , vicksburg , ms ,"
45887,"a helal , d yuan , h el-rewini",1997.0,"distributed and parallel databases ,"
45888,ke watkins,1995.0,"new directions for adult and continuing education ,"
45889,d florescu,,
45890,"s agarwal , r agrawal , pm deshpandeâ ? ¦",,"proc . of the 22nd vldb conference , india ,"
45891,b hailpern,1996.0,"history of programming languages -- ii table of contents ,"
45892,"c im , s ha",,
45893,j king,,"computerworld ,"
45894,"i poupyrev , s weghorst , m billinghurst , t ichikawa",1998.0,"proceedings of acm cht ,"
45895,b schneier,,
45896,dy yang,,
45897,h mark,1994.0,"new directions for higher education ,"
45898,"br badrinath , t imielinski",,proc 18th conf . very large
45899,"a billiris , d gehani , h jagadish , k ramamritham",,"proceedings of sigmod ,"
45900,at kearney,1987.0,
45901,"sw wharton , mf myers",,"md ,"
45902,"lt nowell , ea fox",,"demonstration . seattle , wa : acm"
45903,"we stein , a rapoport",2001.0,
45904,"e kautto , op kaehkoenen , s maekinen , m manninen",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
45905,"r weber , s hans-j , s blott",1998.0,
45906,"x yan , ps yu , j han",2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,"
45907,"hm vin , p goyal , a goyalâ ? ¦",,
45908,ja orenstein,,
45909,"g gardarin , f sha , zh tang",1996.0,"proceedings of the international conference on very large & hellip ; ,"
45910,a van der ziel,,"proc . ire ,"
45911,"l forlizzi , g wing , n rh",,proceedings of the acm sigmod conference on management of
45912,"k pollard , r blyth",1999.0,"bt technology journal ,"
45913,tc huspeni,2000.0,
45914,g kadet,,
45915,jm ellis,1974.0,"new directions for higher education ,"
45916,"o reinert , d bucka-lassen , ap claus , j peter",,proc . acm
45917,pdta elliott,1979.0,
45918,p delattre,,"unpublished paper , university of california , santa"
45919,"v bruneau , a pushnitski , g raikov",,
45920,"r agrawal , r srikant",,"proceedings of the 20th international conference on very & hellip ; ,"
45921,"t ala-nissila , jm kim , jm kosterlitz",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
45922,"c rehm , s ross",1996.0,"journal of emergency medicine ,"
45923,jl tan,,
45924,"b davis , d sumara",2001.0,"new directions for adult and continuing education ,"
45925,"l gajdusek , h gillotte",1995.0,"new directions for adult and continuing education ,"
45926,"s chaudhuri , vr narasayya",,
45927,c hatzichristou,2004.0,
45928,"r bennett , pt kirstein",,proc
45929,bfa hest,,technical university
45930,"j pardo , p pardo , k janer , me raichle",,"procs . national academy of sciences ,"
45931,"d shasha , e simon",,proceedings acm sigmod international conference on
45932,rh kingston,1978.0,
45933,"g stassi , m todaro , p richiusa",,"transplant proc ,"
45934,"jh friedman , t hastie , r tibshirani",,
45935,fj depasquale,1996.0,
45936,r gupta,,
45937,"jp zanetta , s kuchler , s lehmann , a badache , s",1992.0,"the histochemical journal ,"
45938,ds lawrence,2003.0,"acc chem res ,"
45939,o behling,1980.0,"the academy of management review ,"
45940,"e suh , d clarke , b gassend , m van dijk , s devadas",,"technical report lcs-tm-460 , massachusetts institute of"
45941,km langen,1997.0,
45942,nt windows,,microsoft
45943,"j bosch , g florijn , d greefhorst , j kuusela , jh",2002.0,"lecture notes in computer science ,"
45944,fd mqnaratan,,"md ,"
45945,d sucio,,"sigmod record ,"
45946,"pa burke , s smith",,demonstration
45947,f rudloff,,
45948,"m banister , j chaika , st chapman , w meyerson",,submitted for
45949,yl cheung,2004.0,"ieee transactions on knowledge and data engineering ,"
45950,p massopust,,"press , san diego ,"
45951,ej tisdell,1999.0,"new directions for adult and continuing education ,"
45952,"z song , n roussopoulos",2001.0,"lecture notes in computer science ,"
45953,re freeman,1999.0,"the academy of management review ,"
45954,wa burkhard,1975.0,"vldb ,"
45955,"kl carder , sk hawes , zp lee",,submitted for
45956,"g oliva , g dominici , p latini , g cozzolino",,minerva med
45957,"rl haskin , ra lorie",,"proc . acm-sigmod int . conf . on management of data ,"
45958,cy chan,1999.0,"sigmod conference ,"
45959,hv jagadish,1998.0,"vldb ,"
45960,"ok oyekoya , fwm stentiford",2004.0,"bt technology journal ,"
45961,a hay,,"geography ,"
45962,"d greer , dw bustard , t sunazuka",,
45963,t hagen,,"lxxxvi/i . zurich , switzerland ,"
45964,"y jia , p singh , z wang , r cartwright , fn lee , gc",,"proc . rice tech . working group , 29th ,"
45965,"m oudega , e marani , rtwm thomeer",1992.0,"the histochemical journal ,"
45966,"h george , zj forman",,"ieee computer ,"
45967,ky yun,,"phd thesis , stanford university , august 1994 . technical report"
45968,rm haralick,1979.0,"ieee , proceedings ,"
45969,"g luo , jf naughton , c ellmann , m watzke",,
45970,"a tobin , a greg",,"& hellip ; of the american control conference , seattle , washington , & hellip ; ,"
45971,"a malhotra , m maloney",,
45972,"je edwards , ra moore , hj mcquay",2000.0,"cochrane database syst rev ,"
45973,n orr,2000.0,"bt technology journal ,"
45974,ak nadkarni,,"popular prakashan , bombay , india ,"
45975,"al jaques , dh green",1980.0,"contributions to mineralogy and petrology ,"
45976,"s kishigami , k ito",1996.0,"genes to cells ,"
45977,rw naish,,"proc . 28th nz weed and pest control conference ,"
45978,rc jenkins-friedman,1986.0,"new directions for teaching and learning ,"
45979,"s bergamaschi , c sartori",1992.0,"acm transactions on database systems ,"
45980,jm hellerstein,1996.0,
45981,a varga,,
45982,"mj carey , dj dewitt",,"vldb ,"
45983,sb goodwin,,"see ref ,"
45984,"s panagiotakis , n houssos , n alonistioti",,"san diego ,"
45985,hv jagadish,,proc . acm-sigmod international conference on management of
45986,"m altenhofen , j dittrich , r hammerschmidt , t",1993.0,"proceedings of the first acm international conference on & hellip ; ,"
45987,aafmt ozsu,,"acm tods ,"
45988,ss perng,1985.0,"new directions for program evaluation ,"
45989,va zazimko,1981.0,"gazodinamika i teploobmen ,"
45990,"m brien , c swann",1999.0,
45991,c mendacium ad consentium,,
45992,"r galbraith , j turnbull , r dearnaley , j hart , k",2005.0,"bt technology journal ,"
45993,"wa walters , sw han , j schoffstall",1999.0,"journal of emergency medicine ,"
45994,l bickman,,evaluation . new directions for program
45995,"k vrba , t dostal , j cajka",2000.0,"radioengineering-prague - ,"
45996,d williams,,"ecology & environment , inc. , seattle ,"
45997,"slp jones , a blackwell , m burnett",,
45998,"m ponamgi , d manocha , mc lin",1995.0,"proceedings of the third acm symposium on solid modeling and & hellip ; ,"
45999,"s ceri , p fraternali , s paraboschi",1999.0,"sigmod record ,"
46000,"s junak , t ayers , r scott , d wilken , d young",,"santa barbara botanic garden , santa barbara , california ,"
46001,e encarta,1999.0,
46002,"j callahan , d hopkins , m weiser , b shneiderman",,"proceedings of acm chiâ ?? 88 conference on human factors in & hellip ; ,"
46003,"nj cook , gf read , rf walker , b harris , d riad -",1986.0,"european journal of applied physiology ,"
46004,"c collet , t coupaye , ts naos-e-cient",,"proceedings of the 20th international conference on very & hellip ; ,"
46005,"x yu , hw leong , c xu , q tian",2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,"
46006,i meyer,,"d. hammond ( dir . ) , language at crossroads : proceedings of & hellip ; ,"
46007,ew dijkstra,,"comm . acm ,"
46008,"d shasha , e simon",,
46009,c mohan,2001.0,"sigmod record ,"
46010,"n johansson , f alriksson",,
46011,"at rangel , rc de campos , i moreira",,"at . spectrosc ,"
46012,"j svenson , n zheng , ia nicholls",1995.0,"acc . chem . res ,"
46013,"xy li , mg mattei , z zaleska-rutczynska , r hooft",1991.0,
46014,ieeexplore.ieee.org,,
46015,k konofagos,,"publishing of greece sa , athens , greece ,"
46016,nf gadbow,2002.0,"new directions for adult and continuing education ,"
46017,"sa t jason mchught , mrv vassalod , jl wienert",,
46018,"dj mee , mkh weiland , a paull",,"proceedings of the 23rd international symposium on shock & hellip ; ,"
46019,"le clarke , te gabert",2004.0,"new directions for adult and continuing education ,"
46020,"jm waite , n friday , se moore",,"us department of commerce , seattle , washington , usa ,"
46021,lk hodges,1897.0,
46022,"cd mulrow , e chiquette , l angel , j cornell , c",2000.0,"cochrane database syst rev ,"
46023,mr welton,1993.0,"new directions for adult and continuing education ,"
46024,"zy tang , yq yu , xd zhouâ ? ¦",1997.0,
46025,"d florescu , c hillery , d kossmann , p lucas , f",2003.0,"proceedings of the international conference on very large & hellip ; ,"
46026,"f baboescu , g varghese",2003.0,"computer networks ,"
46027,"w corson , pt decker , sm dunstan , ar gordon",,& hellip ; new jersey unemployment insurance reemployment demonstration
46028,j mccarthy,,history of programming languages . proc . acm sigplan
46029,"a mrotzek , mg kanatzidis",2003.0,"acc . chem . res ,"
46030,"ye ioannidis , m livny , em haber , rj miller , og",,
46031,s youngâ ? ¦,,"microsoft corporation ,"
46032,ra lorie,1977.0,"acm transactions on database systems ,"
46033,r cafasso,,"computerworld ,"
46034,"l cowley , j wesson",2000.0,
46035,"v braitenberg , a schuz",1991.0,
46036,"p lam , v kuncak , m rinard",,
46037,g grov,2005.0,"proceedings of the 20th ieee/acm international conference on & hellip ; ,"
