scholar_id,auth_names,journal_name,pub_title,published_yr
44047,"sa azimov , om bukki , ra muminov , uv shchebiot",at .,on some properties of nuclear radiation detectors based on semi-insulating gallium arsenide,
44048,"w duch , r adamczak , ghf diercksen","applied mathematics and computer science ,","classification , association and pattern completion using neural similarity based methods",2000.0
44049,rr ranko,"computer networks ,",facing basic issues in office automation,
44050,"mn wernick , o wirjadi , d chapman , o oltulu , z",,preliminary investigation of a multipleimage radiography method,
44051,"y shi , wh steier , l yu , m chen , lr dalton",proceedings of,photo-induced refractive-index changes and birefringence in optically nonlinear polyester,
44052,"pw linville , ee jones","journal of personality and social psychology ,",polarized appraisals of out-group members,
44053,"d yarlett , m ramscar",,structural determinants of counterfactual reasoning,
44054,"n carriero , d gelernter","acm computing surveys ( csur ) ,",how to write parallel programs : a guide to the perplexed,1989.0
44055,psr council,,"metropolitan transportation plan , 1998 progress report",1998.0
44056,"s chaudhuri , v narasayya",,"microsoft index tuning wizard for sql server 7.0 '' , procs . of the 1998 acm sigmod conf",1998.0
44057,"d jerius , rh donnelly , ms tibbetts , rj edgar , tj",proc .,orbital measurement and verification of the chandra x-ray observatoryâ ?? s psf,
44058,j taylor-hughes,,"posted at hensley exchange website , ( located at www . myfamily . com ) , ''",
44059,", m kameyama , t higuchi",,interconnection-free biomolecular computing,
44060,"j liu , k lin , w shih , a yu , j chung","ieee computer ,",algorithms sor scheduling imprecise computations,
44061,t baer,"computerworld ,",experts : time to put it together,
44062,sp wright,,multivariate analysis using the mixed procedure,
44063,"r sahai , j laws , d chen , f kong","& hellip ; , seaoc annual convention , santa barbara , california ,","castillo , f. , '' performance based design of 4-story moscone convention center expansion using steel",
44064,l fisch,"new directions for teaching and learning , no ,",ethical dimensionsof college and university teaching,
44065,"j song , a dan , d sitaram","proceedings of the 1997 acm sigmetrics international & hellip ; ,",efficient retrieval of composite multimedia objects in the jinsil distributed system,1997.0
44066,"sy hwang , ep lim , hr yang , s musukula , k mediratta",,the myriad federated database prototype,
44067,"na knobloch , ra martin","proceedings of the 25 thannual national agricultural & hellip ; ,",perceptions regarding integration of agricultural awareness activities into the curriculum by,
44068,"tr harvey , ct stewart","new directions for higher education ,",significant survival : a synthesis .,1975.0
44069,t hess,"electronic markets ,",realization of internet services in a media companyâ ?? the case of bertelsmann professional,1999.0
44070,"ct ho , r agrawal , r megiddoâ ? ¦","proceedings of the international acm sigmod conference , acm & hellip ; ,",range queries in olap cubes,
44071,gl peterson,"unpublished manuscript ,",time efficient adaptive mutual exclusion algorithms,2000.0
44072,"k craig , hf gomez , jl mcmanus , tc bania","journal of emergency medicine ,",severe gamma-hydroxybutyrate withdrawal : a case report and literature review-a health-food product,2000.0
44073,"ae abbadi , s toueg","sigmod conference ,",the group paradigm for concurrency control protocols,
44074,"cc yost , rf soll","cochrane database syst rev ,",early versus delayed selective surfactant treatment for neonatal respiratory distress syndrome,2000.0
44075,b kroll andp,"proceedings acm sigmod conference on management of data ,",widmayer . distributing a search tree among a growing number of processor,
44076,"mj grannell , ts griggs , m knor , j siran",,triangulations of orientable surfaces by complete tripartite graphs,
44077,"s chaudhuri , vr narasayya , r ramamurthy","proc . of the 2004 acm sigmod intl. conf . on management of & hellip ; ,",estimating progress of long running sql queries,
44078,"s manganaris , m christensen , d zerkle , k hermiz","computer networks ,",a data mining analysis of rtid alarms,2000.0
44079,j salemi,pc,os/2 2.0 : does it fulfill the promise ?,
44080,"r epstein , m stonebraker","vldb conference ,",analysis of distributed database strategies,
44081,"jj fung , s todo , a tzakis , a demetris , a jain , k","transplant proc ,",conversion of liver allograft recipients from cyclosporine to fk 506-based immunosuppression :,1991.0
44082,"cm cheng , tl chartrand","journal of personality and social psychology ,",self-monitoring without awareness : using mimicry as a nonconscious affiliation strategy,2003.0
44083,bg schunk,"proc . int . conf . pattern recognition ,",the motion constraint equation for optical flow,
44084,"mf mitoma , kb irani","vldb ,",automatic data base schema design and optimization,
44085,m slade,,definitive parallel programming,
44086,"jd storey , r tibshirani","technical report , department of statistics , stanford university ,","sam thresholding and false discovery rates under dependence , with applications to dna microarrays",
44087,tn grechenko,"brain and behav . proc . 28th intern . congr . physiol . sci. , & hellip ; ,",associative learning in completely isolated neurons,
44088,s lyu,"proceedings of the 13th annual acm international conference & hellip ; ,",automatic image orientation determination with natural image statistics,2005.0
44089,"wf velicer , cc diclemente , jo prochaska , n","journal of personality and social psychology ,",decisional balance measure for assessing and predicting smoking status,1985.0
44090,"he blok , m windhouwer , r van zwol , m petkovic , pmg","proceedings of the international conference on very large & hellip ; ,",flexible and scalable digital library search,2001.0
44091,h schneider,,the politics behind aids : the case of south africa,
44092,a becher,"abc-clio , santa barbara , california ,",biodiversity,
44093,"rt udink , jn kok","lecture notes in computer science ,",impunity : unity with procedures and local variables,1995.0
44094,lt smith,,decolonizing methodologies : research and indigenous peoples,1999.0
44095,m kent,,pitman . the revised maclisp manual ( saturday evening edition ),1983.0
44096,"jr karr , dr dudley","environmental management ,",ecological perspective on water quality goals,1981.0
44097,"v martinez , us bititci",international conference on integrated production,"the value matrix , 2000 . ifip wg 5.7 conference proceedings",
44098,a hudson,"association of american geographers annual conference , fort & hellip ; ,","sovereignties , properties and the spaces of globalization",
44099,"l chen , p fankhauser , u thiel , t kamps","proceedings of the 14th acm international conference on & hellip ; ,",statistical relationship determination in automatic thesaurus construction,2005.0
44100,"rc duncan , w youngquist","seattle , washington ,",encircling the peak of world oil production : institute on energy and man,
44101,"b fiedler , j scheuerle",,"discretization of homoclinic orbits , rapid forcing and â ?? invisible chaosâ ?? . 1mem . am . math . sot",1995.0
44102,"p klein , s tirthapura , d sharvit",,"a tree-edit-distance algorithm for comparing simple , closed shapes",
44103,"s sagar , jd stamatakis , dp thomas , vv kakkar","lancet i ,","oral contraceptives , antithrombin-iii activity , and postoperative deep-vein thrombosis",1976.0
44104,c von der malsburg,,the correlation theory of brain functions,1994.0
44105,"mj menon , dk hsiao","vldb ,",design and analysis of a relational join operation for vlsi,1981.0
44106,cu ciborra,,improvisation and information technology in organizations,
44107,dm enerson,"new directions for teaching and learning ,",mentoring as metaphor : an opportunity for innovation and renewal,2001.0
44108,"f bause , ps kritzinger","acm sigmetrics performance evaluation review ,",stochastic perti nets : an introduction to the theory,1998.0
44109,"j berstel , c reutenauer",,rational series and their languages,1988.0
44110,ml crow,"new directions for teaching and learning ,",teaching as an interactive process,
44111,"an gileadi , hf ledgard","acm sigplan notices ,",on a proposed measure of program structure,1974.0
44112,"rc eberhart , rw dobbins",,neural network pc tools : a practical guide,
44113,"bjg eussen , mhl hounjet , j becker","demonstration of deformation , nlr cr2001-101 , march ,",aesim-basic application for complete modern fighter aircraft,
44114,"sy hsieh , gh chen , cw ho",submitted for,embed a longest path between arbitrary two vertices of a faulty star graph,
44115,"j sullivan , g krieger","md ,","hazardous materials toxicology : clinical principles of environmental health . williams & wilkins ,",
44116,pr smith,"geography ,",outdoor education and its geographical objectives,
44117,"y yuan , x lin , q liu , w wang , jx yu , q zhang",,efficient computation of the skyline cube,
44118,lj peake,"urban geography ,",toward an understanding of the interconnectedness of women 's lives : the '' racial '' reproduction of,1995.0
44119,"d florescu , m fernandez , j kang , a levy , d suciu",proceedings of acm sigmod conference on management of,catching the boat with strudel : experience with a web-site management system,
44120,"j low , j johnson , p hall , f hovenden , j rachel , h","information and software technology ,",read this and change the way you feel about software engineering,1996.0
44121,"d shank , m roberts , t myers",,microsoft office 2000/visual basic programmer 's guide,1999.0
44122,"b gold , rr linde , m schaefer , jf scheid","proc . acm annual conference ,",vm/370 security retrofit program,
44123,"jd lacey , jc hodge","journal of emergency medicine ,",pisiform and hamulus fractures : easily missed wrist fractures diagnosed on a reverse oblique,1998.0
