item_code,brand_name,cost,sector,name,model_identifier
19751,avery,,laminating supplies,avery 05200 - print or write file folder labels 11 16 x 3-7 16 white dark blue bar 252 pack,
19752,atrend,73.5,office electronics,atrend 10sme b box series single shallow mount sealed enclosure 10,
19753,antec,69.99,power supplies,antec ea-650 green atx energy star certified power supply green,ea-650 green
19754,zoom,72.24,modems,analog modem with bluetooth class 1 hang-packed,4300-00-68 af
19755,da-lite,,,a159 advance quick link wall mount oshpd metal stud wall hardware kit,6594
19756,avocent,18.28,kvm switches,9ft ps2 usb audio kvm cable kit for switchview mm1 or mm2,svusb-9
19757,athena,58.98,power supplies,650w 2.3 v atx power supply,ps-650wx2n
19758,general electric,8.2,power strips,ge 50759 6-grounded outlet in-wall adapter white,50759
19759,zoom,68.51,unlocked phones,4595 3g mobile broadband modem,4595-00-00f
19760,3m,33.0,,3m mpro adapter cable for ipod touch and iphone,78-6972-0001-8
19761,edge,69.73,,320gb diskgo usb 2.0 5400 rpm,edgdg-220204-pe
19762,lantronix,248.99,,1port usb remote kvm kvm ip spider,sls200usb0-01
19763,siig,37.23,faceplates,1port composite video and audio splitter 4display,ce-cm0311-s1
19764,general imaging,74.99,point shoot digital cameras,ge j1455 14mp digital camera with 5x optical zoom and 3.0-inch lcd with auto brightness red,j1455-rd
19765,golla,,accessory kits,digi bag popcorn pink medium,
19766,delorme,15.0,cases,delorme earthmate pn series carrying case,af-7749-201
19767,delorme,34.88,cycling gps units,delorme af-7851-000 earthmate pn series ram motorsports mount,af-7851-000
19768,targus,7.99,computers accessories,defcon video port combo loc,
19769,jvc,68.0,audio video accessories,csgd1200 subwoofer 12inch dual voice coil 1200watts,csgd1200
19770,crucial,23.24,computers accessories,crucial technology ct25672ba1339 2 gb 240-pin dimm ddr3 pc3-10600 cl 9 unbuffered ecc ddr3-1333 1.5 v 256meg x 72 memory,ct25672ba1339
19771,crosley,78.9,turntables,crosley radio cr6005a-ma tech turntable mahogany,cr6005a-ma
19772,da-lite,319.95,projection screens,cptd picture king 72x96 mw tripod screen,69903
19773,corsair,32.99,computer components,corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x2048-6400,twin2x2048-6400
19774,compatible,15.24,inkjet printer ink,compatible high yield black laser toner cartridge for hp laserjet cb435a p1005 p1006,
19775,allsop,15.37,mounts,clingo universal hands-free car vent mount for iphone 4 3g 3gs and all cell phones and mobile devices,30329
19776,storage appliance,147.78,audio video accessories,clickfree wireless automatic backup - nas - 500 gb - hd 500 gb x 1,528wi-1004-300
19777,clearone,,voip,clearone chat 50 personal usb speakerphone,910-159-001
19778,cirago,17.99,usb network adapters,cirago bluetooth bta3210 v2 .1 edr class 2 micro bluetooth adapter,bta-3210
19779,da-lite,,projection screens,hc cinema vision tensioned advantage deluxe electrol - av format size 50 x 50,
19780,da-lite,,projection screens,hc cinema perf tensioned advantage electrol - wide format 113 diagonal,
19781,momo,0.81,car chargers,car cigarette lighter charger for pantech ease p2020 jest txt8040 laser p9050 crux cdm8999 caper txt8035 crossover p8000 breeze iii p2030 pursuit ii p6010,
19782,compatible,56.76,laser printer toner,hp ce250a black toner cartridge - remanufactured,ce-250x
19783,casio,26.84,financial business,casio fc-200v financial calculator with 4-line display,fc-200v
19784,casio,,point shoot digital cameras,casio exilim ex-zs5 black 14 mp stylish and slim digital camera with 5x wide-angle zoom,ex-zs5 black
19785,casio,10.37,audio video accessories,casio microfiber case blue,ex-case12be
19786,canon,82.6,inkjet printers,canon selphy cp800 white compact photo printer 4595b001,cp800b
19787,canon,272.89,point shoot digital cameras,canon powershot sd960is 12.1 mp digital camera with 4x wide angle optical image stabilized zoom and 2.8-inch lcd silver,sd960is silver
19788,canon,,storage presentation materials,canon mp49d - mp49d two-color ribbon printing calculator 14-digit fluorescent black red,
19789,canon,,camcorders,canon vixia hf m40 full hd camcorder with hd cmos pro and 16gb internal flash memory,m40
19790,canon,269.0,scanners,canon imageformula p-150 portable document scanner scan-tini for macintosh,4632b007
19791,canon,13.97,inkjet printer ink,canon cli-226 gray ink tank 4550b001,4550b001
19792,cables to go,745.95,accessories supplies,cables to go 37088 residential structured wiring kit,37088
19793,buffalo,399.95,external hard drives,buffalo technology drivestation quattro 2.0 tb 4 x 500gb desktop external hard drive firewire combo with turbousb2 .0 hd-qs2 .0 tsu2 r5 black,hd-qs2 .0 tsu2/r5
19794,buffalo technology,870.91,computers accessories,buffalo technology drivestation quad 8 tb 4 x 2 tb usb 2.0 esata desktop raid hard drive hd-ql8tsu2r5 black,hd-ql8tsu2r5
19795,buffalo technology,39.82,routers,buffalo technology airstation high power n150 wireless router ap whr-hp-gn white,whr-hp-gn
19796,epson,33.37,computers accessories,new-photo quality ink jet paper a2 size - s041079,
19797,innovera,44.0,basic,new-pocket-sized 8 digit calculator red case pack 8 - 511216,
19798,mayline,139.59,laminating supplies,new-mayline btb4824lcr - brighton series laminate bridge 48w x 24d x 29h cherry - mlnbtb4824lcr,
19799,macally,43.0,complete tripod units,new-macally powerlink8 ipod iphone battery charger - mcyprl8,
19800,lanthem,16.2,impact dot matrix printer ribbons,new-lathem time vis6008 - vis6008 ribbon purple - lthvis6008,
19801,quartet,41.0,radios,new-magnetic push pins for magnetic planning boards case pack 2 - 443165,
19802,jvc,34.0,headphones,new-jvc ha-fxc51-r micro-hd premium in-ear headphones red - jvchafxc51r,
19803,ilive,63.8,complete tripod units,new-ilive ibp181b iphone pll fm radio boom box - ileibp181b,
19804,hon,377.33,laminating supplies,new-hon 10754n - 10700 series bookcase 4 shelves 36w x 13-1 8d x 57-1 8h mahogany - hon10754n,
19805,hon,532.0,laminating supplies,new-hon 107292cc - 10700 series bookcase hutch 32-5 8w x 14-5 8d x 37-1 8h harvest - hon107292cc,
19806,bush,252.11,laminating supplies,new-bush wc24426 - series c credenza 71w x 23-3 8d x 29-7 8h hansen cherry graphite gray - bshwc24426,
19807,buddy,47.49,storage presentation materials,new-buddy products 52104 - dr. pocket steel three pocket wall file letter black - bdy52104,
19808,audiovox,132.0,speaker parts components,new-audiovox sirius connect dock with rs232 - schdoc1p,
19809,netgear,298.99,switches,netgear prosafe jgs524f 24-port gigabit switch with 2 sfp slots,jgs524fna
19810,netgear,,switches,netgear prosafe gs716t - switch - managed - 16 x 10 100 1000 2 x sfp - desktop,gs716t
19811,micronet,99.99,computers accessories,fantom netbook mate 160 gb hard drive with 8x dual layer dvdrw usb 2.0 docking station cooling fan nbm1608r,nbm1608r
19812,ableplanet,69.97,headphones,able planet nc300w true fidelity around-the-ear active noise canceling headphones white,nc300w
19813,acp,22.63,mice,my lil one button mouse - pink,rtm-082
19814,boss,111.93,stereos,boss mr1520ua marine in-dash cd mp3 touchpanel receiver with usb and aux input,mr1520ua
19815,motorola,2.92,batteries,motorola droid and droid ii 1300mah standard battery,snn5843/bp6x
19816,middle atlantic,1395.9,office electronics,middle atlantic drk series drk19-44-36 - rack - textured black powder - 44u - 19,drk19-44-36
19817,microsoft,26.13,keyboard mouse combos,microsoft wireless mobile mouse 6000 - red,mhc-00019
19818,meelectonics,17.99,headphones,meelectronics m9-sl hi-fi sound-isolating in-ear headphones silver,m9-sl
19819,meelectonics,27.05,headphones,meelectronics cx21-bk in-ear headphones for ipod iphone mp3 cd dvd players black,cx21-bk
19820,mead,5.69,,notebook meetng 8.5 x11 bk,
19821,maxell,15.44,bd-re discs,maxell blu-ray rewritble dual layer 50gb 1-2x,631004
19822,maxell,,blank media,maxell blue-ray bd-re re-writable disk 25gb 2x speed 10 pack - plain style - white wide area ink-jet printable label japan import,
19823,cable showcase,1.49,power cables,2 x rca male 1 x 3.5 mm stereo female y-cable 6 inch,30s1-01260
19824,magellan,28.0,vehicle mounts,magellan 930-0015-001 swivel mount,930-0015-001
19825,mace,3.54,,ko-700 video adapter,
19826,macally,20.05,cases sleeves,macally snap2mb metallic snap-on case for ipad 2 blue,snap2mb
19827,rca,24.95,mp3 players,m2104 4gb flash mp3 player - black,m2104
19828,sib,23.38,batteries,new lithium-ion laptop battery for toshiba satellite l305d l201 pa3534u-1brs,
19829,lite-on,49.99,computers accessories,liteon 24x dvdrw black white,ehau424-08
19830,da-lite,538.95,projection screens,da-lite designer contour electrol - projection screen motorized - 106 in 269 cm - 16 9 - high contrast matte white,
19831,da-lite,246.5,projection screens,da-lite 94129 theater-lite hdtv portable projection screen 80-inch,94129
19832,cisco,129.99,networking products,linksys wes610n 4-port dual-band n entertainment bridge,wes610n
19833,cisco,,routers,linksys e1500 wireless-n router with speedboost,e1500
19834,link depot,,memory card adapters,link depot accessory rs-mmc to mmc adapter,adt-rsmmc
19835,lexmark,32.98,inkjet printer ink,lexmark 37xl color return program print cartridge,18c2180
19836,lexar,26.99,blank media,lexar micro sdhc 16 gb class 4 flash memory card lsdmi16gasbna,lsdmi16gasbna
19837,mushkin,,memory,ibm lenovo 73p4984 1gb 1x1gb ddr2 dimm 240-pin lp 667mhz pc2-5300 1.8 v 5-5-5-15,73p4984-mu
19838,scosche,,audio video accessories,ks18100cs audio cable - 100 ft - blue,
19839,konica-minolta,107.78,laser printer toner,konica-minolta 1710520001 drum black,
19840,jvc,11.28,headphones,jvc ha-fx35-b soft marshmallow stereo headphones black,hafx35b
19841,jaton,74.99,computers accessories,jaton geforce 6200 128 mb dual vga pci video card video-338pci-128twin,video-338pci-128twin
19842,ion audio,99.95,scanners,slides 2 pc scanner,
19843,innovera,27.42,screen filters,innovera protective antiglare lcd monitor filter fits notebook lcd to 15,
19844,innovera,7.78,usb flash drives,innovera portable usb 2.0 flash drive 2gb,
19845,innovera,20.0,laser printer toner,innovera 83013 toner cartridge for hp laserjet 1300 series black,83013
19846,innergie,14.29,audio cables,mini mirco usb cable,tacc-rmmc90gr
19847,avery,13.62,printer ink toner,dvd inkjet labels 20 sheet 2 labels p sheet matte white film,
19848,imation,21.95,disc jewel cases,imation slimline black jewel case 100-pack,41429
19849,imation,35.82,accessories supplies,imation corp 100pk cdr 700mb 80min 52x-slvr inkjet hub print 17335,17335
19850,iluv,,antitheft,iluv icc617clr ipod touch 4g pc clear case,
19851,iluv,20.09,chargers adapters,iluv usb car adapter with charge sync cable for galaxy tab iad572blk,iad572blk
19852,ihome,76.73,speaker systems,ihome ip48 portable stereo alarm clock for ipod and iphone black,ip48bv
19853,ifrogz,15.35,cases,ifrogz it4lo-gmt blk luxe original for ipod touch 4g - iron black,it4lo-gmt/blk
19854,humminbird,29.55,fishfinders,humminbird 740119-1 ms 700e quick disconnect mount,740119-1
19855,hp,4.24,photo paper,hp q1989a premium glossy photo paper 60 sheets,q1989a
19856,hp,204.99,,230w adv docking station,nz223ut #aba
19857,hp,139.99,laser printer toner,hp laserjet 10k black toner cartridge contains one hp laserjet cc364a standard c,cc364a
19858,hp,59.99,inkjet printer ink,hp 70 gray 130 ml ink cartridge use in hp designjet printer,c9450a
19859,hp,291.59,laser printer toner,hp c8560a black drum,
19860,hp,46.99,cases,hp 16.1 slip case with integrated fan,ay463aa
19861,hon,,pda handheld accessories,hon s60abcl - metal bookcase 4 shelves 34-1 2w x 12-5 8d x 59h putty,
19862,hon,321.03,,hon105388nn - 10500 series stack-on pc organizer,
19863,lexmark,168.91,printer ink toner,high yield return prog print cartridge x264 x363 x364 x364,x264h11g
19864,hello kitty,10.76,mouse pads,hello kitty red mouse pad with wrist rest,
19865,gum drop,44.95,cases sleeves,gum drop surf convertible case for apple ipad 2 sc-ipad2-blk,sc-ipad2-blk
19866,g-technology,74.99,external hard drives,g-technology g-drive mobile usb 500gb 5400rpm portable external hard drive 0g01664 white,0g01664
19867,griffin technology,15.78,usb cables,griffin technology gc17097 usb mini-cable kit,gc17097
19868,griffin technology,29.95,universal fm cassette adapters,griffin roadtrip fm transmitter for iphone and ipod black,4058-rdtrpb2
19869,griffin technology,14.99,armbands,griffin aerosport xl armband case for ipod touch 4g black,gb01912
19870,grade-a,,printers,quicken 2011 deluxe retail,
19871,gn netcom,227.89,accessories supplies,gn netcom 9120 flexboom headset w gn1000 remote lifter,gsa91-2028-05-rhl
19872,garmin,135.0,hiking gps units,garmin etrex vista h handheld gps navigator,010-00780-00
19873,galaxy technology,59.99,computers accessories,galaxy technology geforce gt430 1 gb graphics card 43ggs8hx3spz,43ggs8hx3spz
19874,tektronix,169.0,printer accessories,fuser for phaser 7400 110v 100k yld,115r00037
19875,foscam,89.99,surveillance cameras,foscam fi8918w wireless wired pan tilt ip network camera with 8 meter night vision and 3.6 mm lens 67 viewing angle - white newest model replaces the fi8908w,fi8918w
19876,omnimount,529.99,security surveillance,flat panel mobile cartcart fits most 37-55in flat,prohdcart
19877,ld,9.5,usb cables,6 feet usb data sync cable for ipod iphone 2g 3g 3gs iphone 4,ld-aplusb-2m
19878,igo,103.22,chargers,igo external laptop battery charging connect tips included,ac05064-0001
19879,ergotron,87.99,mounts,ergotron - wall track mounting kit,97-083
19880,epson,45.92,inkjet printer paper,epson premium 13 inch x 32.8 feet glossy photo paper s041378,s041378
19881,epson,71.37,scanners,epson perfection v33 photo scanner b11b200201,b11b200201
19882,epson,11.67,inkjet printer ink,epson 78 light cyan ink cartridge t078520,t078520
19883,epson,28.08,printer ink toner,epson durabrite ultra ink black t127120,t127120
19884,norazza,11.39,cleaning repair,endust for electronics 100 non-flammable 10 oz duster with bitterant 255050,255050
19885,emerge tech,21.29,chargers,retract 4n1 ipod charger-black,etipodchg41b
19886,edge,18.29,memory,edge - memory - 2 gb - so dimm 204-pin - ddr3 - 1333 mhz pc3-10600 - unbuffered - non-ecc,vh640aa-pe
19887,dymo,16.27,other office equipment,dymo 18484 white perm poly labels 3 4 x 18,18484
19888,dane-elec,47.99,blank media,duracell 32 gb class 4 secure digital card du-sd-32gb-r,du-sd-32gb-r
19889,duracell,15.99,usb flash drives,duracell 4 gb capless usb 2.0 pen drive du-zp-04g-ca-n3-c,du-zp-04g-ca-n3-c
19890,battery-biz,32.95,camcorder batteries,duracell camcorder battery for ferguson fc-05,dr10res-az721
19891,duracell,95.99,batteries,hi-capacity laptop battery,b-5805
19892,epson,29.24,inkjet printer ink,epson durabrite ultra standard capacity ink cartridge single facing black dual ink cartridges t125120-d2,t125120-d2
19893,powermat,39.99,audio video accessories,dual 1200 rechargeable backup battery,
19894,draper,3499.0,projector mounts,draper revelation motorized ceiling-recessed projector mount model b - mounting kit ceiling mount for projector - ceiling mountable,model b
19895,dolica,58.0,cases bags,dolica dk-20 medium travel camera backpack black,dk-20
19896,zyxel,23.99,usb network adapters,zyxel nwd2105 802.11 n mini usb 2.0 wireless adapter,nwd2105
19897,zotac,246.4,computers accessories,zotac amp 810mhz 4000mhz geforce gtx 460 1gb 256-bit graphic card zt-40403-10p,zt-40403-10p
19898,gpx,49.99,speaker systems,zlive speaker system and docking station for zune black,ns108b
19899,cables unlimited,14.99,electrical,ziplinq zip-pwr-nb retractable universal notebook power cord 5 feet black,zip-pwr-nb
19900,xantech,25.5,distribution,xantech inj94 rf ir injector,
19901,crown,40.67,keyboard mouse combos,wireless mini multimedia handheld keyb w touchpad by ergoguy,
