record_id,pub_authors,yr_published,pub_forum,paper_name
57993,j hallett,,"phil . mag ,",the growth of ice crystals on freshly cleaved covellite surfaces
57994,ms ahmed,,,state space based adaptive control with pole restriction
57995,"j pei , j han , b mortazavi-asl , h pinto , q chen , u",2001.0,"& hellip ; , 2001 . proceedings . 17th international conference on ,","prefixspan , : mining sequential patterns efficiently by prefix-projected pattern growth"
57996,"s chaudhuri , u dayal",,"vldb tutorial , bombay ,","decision support , data warehousing and olap , 1996"
57997,"if ilyas , v markl , p haas , p brown , a aboulnaga",2004.0,"proc . 2004 acm sigmod ,",cords : automatic discovery of correlations and soft functional dependencies
57998,pj haasandarunn,,proceedings of acmsigmod conference on management of data (,swami . sequential samplingprocedures for query size estimation
57999,jm silvestrone,2004.0,"new directions for teaching and learning ,",performance-based assessment : improving the value of laboratory and skills examinations
58000,ld stamp,,"geography ,",philatelic cartography : a critical study of maps on stamps with special reference to the
58001,"rbcsj simonas , sg slivinskas",,,r-tree based indexing of now-relative bitemporal data
58002,"he mitler , kd steckler",,"md ,","spread_a model of flame spread on vertical surfaces , nistir 5619 , us dept. of commerce , national"
58003,"zg li , xjycy wen , bh soong",2001.0,"computer networks ,",a switched priority scheduling mechanismfor atm switches with multi-class output buffers
58004,"h sehulzrinne , j rosenberg",,"computer networks ,",intemet telephony : architecture and protocols-an ietf perspective
58005,"m walicki , b universitetet i",,universitetet i,algebraic specifications of nondeterminism
58006,j bermudez,,,g-presentaciones del grupo simetrico
58007,mj flynn,,"ieee computer ,",directions and issues in architecture and language
58008,"jk mai , c schã ¶ nlau",1992.0,"the histochemical journal ,",age-related expression patterns of the cd15 epitope in the human lateral geniculate nucleus ( lgn )
58009,"r agrawal , r srikant",,"proceedings of 21st vldb conference zurich ,",mining generalized association rules . 1995 . 13p
58010,"j almond , rm lester",,"ieee int . conf . commun. , montreal , pq , canada , june ,",communications capability of the canadian domestic satellite system
58011,"jc collins , ji porras",,,built to last : successful habits of visionary companies
58012,"d bates , h boral , dj dewitt",1982.0,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",a framework for research in database management for statistical analysis or a primer on statistical
58013,d eden,,"see blanck ,",interpersonal expectations in organizations
58014,"a snyder , r atkinson",1975.0,,"preliminary clu reference manual , clu design note 39 , programming methodology group"
58015,v tropashko,2005.0,"sigmod record ,",nested intervals tree encoding in sql
58016,"a caplinskas , j eder",2001.0,,theast european conference adbis 2001 on advances in databases and information systems . vol . 3 â ??
58017,"c pang , g dong , k ramamohanarao",2005.0,"acm transactions on database systems ,",incremental maintenance of shortest distance and transitive closure in first-order logic and sql
58018,rm cervero,2005.0,"new directions for adult and continuing education ,",the struggle for meaning and power in hiv/aids education
58019,"b catania , bc ooi , w wang , x wang",,,lazy xml updates : laziness as a virtue of update and structural join efficiency
58020,ca smith,,"see dallos ,",the inner ear : its embryological development and microstructure
58021,"w litwin , rim moussa",2005.0,"acm transactions on database systems ,",distributed data structure
58022,b steensgaard,,"unpublished manuscript ,",a polyvariant closure analysis with dynamic abstraction
58023,"w tengjiao , t shiwei , y dongqing , liu yunfeng , lin",2001.0,"è ® ¡ ç ® ? æ?ºç § ? å ¦ æ ?? æ ? ¯ å ¦ æ ? ¥ ( è ? ± æ ?? ç ?? ) ,",extracting local schema from semistructured data based on graph-oriented semantic model
58024,"m diehl , w stroebe",,"journal of personality and social psychology ,",productivity loss in brainstorming groups : toward the solution of a riddle
58025,b kallen,1988.0,,epidemiology of human reproduction
58026,gh anthes,,"computerworld ,",hack attack : cyberthieves siphon millions from us firms
58027,ea carlson,1984.0,"new directions for teaching and learning ,",a model introductory course for the life sciences .
58028,h urkowitz,,"proc . ieee ,",energy detection of unknown deterministic signals
58029,"sw golomb , ld baumert",1965.0,"journal of the acm ( jacm ) ,",backtrack programming
58030,"hv jagadish , ao mendelzon , t milo",,,similarity-based queries
58031,c pereira,1990.0,"social studies and the young learner ,",teaching citizenship through community service .
58032,g farkas,1984.0,,post-program impacts of the youth incentive entitlement pilot projects
58033,pa larson,1998.0,"sigmod conference ,",memory management during run generation in external sorting
58034,"mh rossman , me rossmanâ ? ¦",1995.0,"new directions for adult and continuing education ,",facilitating distance education .
58035,"jm roll , a huber , s shoptaw , r sodano , ja",,,a comparison of five reinforcement schedules for use in contingency management-based treatment of
58036,"g gardarin , f sha , zh tang",,"the vldb journal ,",calibrating optimizer cost model of iro-db
58037,co callender,1989.0,"transplant proc ,",the results of transplantation in blacks : just the tip of the iceberg
58038,"p jones , s proctor , a dickinson , s george",1983.0,"lancet i ,",altered immunology in haemophilia .
58039,sc work,,"seattle , washington ,",89â ?? 98
58040,f lã ¶ sch,,,eddies : continuously adaptive query processing
58041,j gray,,tutorial at,"a survey of parallel database techniques and systems , september 1995"
58042,"d banks , m kornacker , m stonebraker",,,high-concurrency locking in r-trees
58043,"ll aurelio , h myaeng sung",,procs . 1st australian document computing,extending the capabilities of retrieval systems by a two-level representation of content
58044,"pl mcmurtry , dh mershon",,proc . human factors society 29th annual,"auditory distance judgements in noise , with and without hearing protection"
58045,"q li , j aslam , d rus",,"proc . acm mobicomâ ?? 01 ,",online power-aware routing in ad-hoc networks
58046,cp robert,2001.0,,the bayesian choice
58047,"t arbogast , cn dawson , pt keenan , mf wheeler , i",,to,implementation of mixed finite element methods for elliptic equations on general geometry
58048,"cc chang , rct lee , dhc du",,,some properties of cartesian product files
58049,"e eris , dm miller",,"electronic letters ,",syndrome-testable internally unate combinational networks
58050,"tc jee , ej kim , yb lee",,"proceedings of 25 thkiss fall conference ,",korean amount recognizer in bank slips
58051,"dy chen , y hong , ks trivedi",,submitted for,"classification of faults , errors and failures in communication systems"
58052,l field,,"san diego ,",county of san diego
58053,"b wu , na sherwani , nd holmes , m sarrafzadeh",1992.0,"design automation conference , 1992 . proceedings. , 29th acm / & hellip ; ,",over-the-cell routers for new cell model
58054,"b lickel , dl hamilton , g wieczorkowska , a lewis ,",2000.0,"journal of personality and social psychology ,",varieties of groups and the perception of group entitativity
58055,"p sistla , o wolfson",,"proceedings of the acm sigmod international conference ,",temporal conditions and integrity constraint checking in active database systems
58056,d gedney,1925.0,"geography ,",kenya : the nation of runners
58057,"ccw yu , al woods , da levison",1992.0,"the histochemical journal ,",the assessment of cellular proliferation by immunohistochemistry : a review of currently available
58058,s jungmayr,1997.0,"information and software technology ,",testbarkeit in den frã 1/4 hen projektphasen
58059,"jm rendell , hj gijsman , p keck , g goodwin , j",2003.0,"cochrane database syst rev ,",olanzapine alone or in combination for acute mania
58060,"jh saltzer , md schroeder",1975.0,"ieee , proceedings ,",the protection of information in computer systems
58061,p danon,2003.0,"bt technology journal ,",foreword
58062,mr simonson,1997.0,"new directions for teaching and learning ,",evaluating teaching and learning at a distance
58063,j nievergelt,,"acm transaction on database systems ,","hinterberger . the grid le : an adaptable , symmetric multkey le structure"
58064,pj vanfossen,1998.0,"social studies and the young learner ,",i found it on the web : technology resources for teaching elementary economics
58065,"e pauly , h kopp , j haimson",1994.0,,home-grown lessons : innovative programs linking work and high school
58066,"ao roberts , jf wergin , be adam",1993.0,"new directions for higher education ,",institutional approaches to the issues of reward and scholarship
58067,ms viveros,1996.0,"proceedings of the international conference on very large & hellip ; ,",applying data mining techniques to a health insurance information system
58068,"p ning , xs wang , s jajodia",,,a query facility for common intrusion detection framework
58069,m lang,,"urban geography ,",redefining urban and rural for the us census of population : assessing the need for alternative
58070,"yc chen , jd aplevich , wj wilson",,,simultaneous estimation of state variables and parameters for multivariable linear systems with
58071,"jp neilson , z alfirevic",2000.0,"cochrane database syst rev ,",doppler ultrasound for fetal assessment in high risk pregnancies
58072,rg sargent,,,simulation model verification and validation
58073,"a cypher , d halbert , d kurlander , h lieberman , d",,watch what i do : programming by,"a. , eds"
